Actual PER,Predicited PER,Difference
0.15,0.279920475235246,-0.129920475235246
0.29,0.6206697328353155,-0.3306697328353155
0.34,0.30605902844142996,0.033940971558570066
0.23,0.15562373265586338,0.07437626734413663
0.36,0.2585561066199471,0.10144389338005289
0.35,0.34200543184796744,0.007994568152032533
0.27,0.2601517163524719,0.0098482836475281
0.12,0.2893280946787685,-0.16932809467876853
0.18,0.3058618117996038,-0.12586181179960382
0.13,0.22133382828481257,-0.09133382828481257
0.13,0.17832263163335627,-0.04832263163335626
0.11,0.28648921552960943,-0.17648921552960944
0.29,0.25838403999966153,0.03161596000033845
0.16,0.2757123263193647,-0.1157123263193647
0.12,0.2512081222405476,-0.13120812224054762
0.55,0.4476868317194891,0.10231316828051096
0.26,0.27572714335849613,-0.01572714335849612
0.1,0.19494687045906406,-0.09494687045906405
0.1,0.2126094817027603,-0.1126094817027603
0.15,0.1403960564171184,0.009603943582881608
0.23,0.3232895965170015,-0.0932895965170015
0.42,0.4784444217823315,-0.0584444217823315
0.21,0.23153092959131027,-0.021530929591310283
0.19,0.20034128020275643,-0.010341280202756431
0.21,0.33707360495775046,-0.12707360495775047
0.11,0.16191699086116132,-0.05191699086116132
0.19,0.3777597247608821,-0.1877597247608821
0.1,0.3224943939867526,-0.2224943939867526
0.18,0.1872739910221267,-0.007273991022126697
0.1,0.3639217813156449,-0.2639217813156449
0.19,0.18719795358599306,0.0028020464140069423
0.17,0.17249513839271746,-0.0024951383927174497
0.1,0.21049958079254094,-0.11049958079254094
0.32,0.27612542163239007,0.04387457836760994
0.27,0.26704430138380003,0.0029556986161999865
0.14,0.2842685770309493,-0.1442685770309493
0.33,0.2561717423437851,0.07382825765621492
0.26,0.2696136231599636,-0.009613623159963613
0.31,0.29393729749162084,0.016062702508379156
0.13,0.29015821180855,-0.16015821180855
0.45,0.4381294332607019,0.011870566739298094
3.12,0.3670993346034648,2.7529006653965356
3.42,0.30051928222506696,3.119480717774933
0.35,0.34280596868190155,0.007194031318098426
0.28,0.2194573190567607,0.060542680943239335
0.52,0.3604450721628324,0.15955492783716763
0.57,0.18115265243804904,0.38884734756195094
0.43,0.30078820079288665,0.12921179920711334
0.18,0.41936979030333854,-0.23936979030333855
0.09,0.1985775972647213,-0.1085775972647213
0.16,0.2423153059614554,-0.08231530596145539
0.13,0.22347578677589972,-0.09347578677589971
0.1,0.293438736547481,-0.19343873654748098
0.05,0.2688120099995808,-0.21881200999958084
0.3,0.29693499935902923,0.003065000640970761
0.2,0.20916317863328043,-0.009163178633280422
0.17,0.24446913286617672,-0.07446913286617671
0.23,0.3407990053211346,-0.1107990053211346
0.18,0.22406425708384292,-0.04406425708384293
0.14,0.19674214323810826,-0.05674214323810825
0.25,0.2554332554547323,-0.0054332554547322776
0.17,0.20764846459315425,-0.03764846459315424
0.12,0.24652226779119962,-0.12652226779119963
0.12,0.14833824549435237,-0.028338245494352376
0.19,0.2313318233725589,-0.04133182337255889
0.28,0.27566458121382115,0.0043354187861788795
0.47,0.3509585274778049,0.11904147252219505
0.3,0.3103305773234719,-0.010330577323471923
0.16,0.2842219395469877,-0.12422193954698771
0.18,0.30778697905939345,-0.12778697905939346
0.43,0.42437310138608886,0.0056268986139111354
0.14,0.37994953066369375,-0.23994953066369373
0.11,0.2932095774545512,-0.1832095774545512
0.34,0.3038779825334568,0.0361220174665432
0.12,0.33191937216182715,-0.21191937216182716
0.09,0.1829446538145958,-0.0929446538145958
0.18,0.31464182818522235,-0.13464182818522236
0.25,0.3182843554675915,-0.06828435546759148
0.28,0.36101878970726153,-0.08101878970726151
