Actual,Predicted
0.21,0.24960636743463926
0.43,0.6836802041780665
0.32,0.38893917294738767
0.12,-0.1244891124092169
0.15,0.09071064250461425
0.11,0.09440433023312572
0.2,0.6056986516502967
0.25,0.5308819422239939
0.16,-0.20575140286787896
0.33,0.7207773233075017
0.15,-0.1974049722033988
0.23,-0.35568557933172773
0.52,-1.5751570789177842
0.05,0.16916191547733134
0.26,-0.09086478981688151
0.26,2.0494926499639607
0.09,0.5633204429746346
0.05,1.1509237312717144
0.33,1.5998906002802697
0.17,0.16307092569460224
0.35,-0.35638895783311486
0.18,0.32013758748007637
0.34,0.15620058661850555
0.11,0.5943746675180686
0.66,0.3356294743747932
0.2,0.4369238738273377
0.26,0.039569829813864754
0.69,1.4375130100733664
0.25,-1.271662029871253
0.37,0.1413690264066113
0.15,0.48732960579125095
0.26,0.7830217388142207
0.19,-0.23192956977794155
0.24,-0.22145233382257978
0.21,-0.5141307952903578
0.12,0.36439122402419566
0.2,0.19285272543708176
0.3,0.49213815139886596
0.31,1.3502675934381545
0.17,0.15750853902404094
0.12,0.7255410439522445
0.16,0.3128737350595757
0.2,0.2560911758117129
0.76,0.8508956472309129
0.43,-0.26753104652771764
0.13,-0.026637787197739127
0.2,0.34805983959818443
0.33,1.4354018960729824
0.09,1.1585675579818941
0.1,0.1767720440483712
0.15,-0.37289208058516343
0.21,0.2347263897306372
0.52,0.9454919772702493
0.18,-0.8898199050408748
0.27,-0.36055325461887033
0.51,0.8310664187155347
0.17,0.4235129694085815
0.2,0.6561548611392749
0.24,0.9438389765425934
0.63,0.9397921116877349
0.14,0.10593190073627862
0.06,1.0712925997706972
0.25,0.3573401668621712
0.31,-0.10629585937094554
0.18,-0.3214636956388587
0.0,0.813939881666985
0.48,-0.007698205362437149
0.23,0.026140833915092143
0.16,-0.6151977061560838
0.13,0.16337896326489593
0.72,1.952667005310063
1.15,0.997933528147266
0.0,1.4158594596911536
0.18,0.6197003268446146
0.13,-0.2291974465008081
1.58,1.0408097477680527
0.08,-0.6005943959723248
0.23,-0.6660993667425466
0.32,0.6209986500766702
0.84,0.17732420866613818
0.1,0.38745256698130204
0.24,-0.49091635802225975
0.15,-0.500978686274804
0.18,-0.6839427920478947
0.11,1.113645589824208
0.36,-0.04565648589966376
0.47,0.7033963070894287
0.17,-0.10872659485120639
0.2,0.05425006799194004
0.0,0.7766675317105727
0.57,0.7261940596556149
0.12,-0.14712770942040887
0.33,-0.873433284048247
0.23,0.9150554261971579
0.41,0.45200829065549264
0.31,0.6533990586412509
0.11,-0.0010870124280358828
0.24,-0.4799228474444157
-0.5,0.6831625765996903
0.9,1.2667878485221173
0.42,-1.1930439960260912
0.15,0.5444951414345218
0.42,0.6056713569402489
0.16,-0.5918026014088527
0.21,1.2403722177840726
0.11,-0.20524237859515315
0.33,1.704597054673268
0.14,0.5938109855339094
0.11,-0.0055772157132309985
0.34,0.1701800145763051
1.05,0.4949217044771911
0.15,-0.05362722319305746
0.56,1.2751399857845414
-0.25,0.8348457642251694
0.72,0.9083998995784773
0.56,1.1138185615530969
1.2,0.8480132244273352
0.75,0.7953461346188588
0.09,0.012391605565663322
0.1,0.8478423983208077
0.08,-0.03619807479027892
0.26,-0.28672155739444083
0.28,-0.4487709828193571
0.29,-0.6865074663146955
0.07,-0.5632442448635173
0.22,-0.3803153114460296
0.25,-0.4632196293851617
6.0,0.15842034372592706
0.23,-0.3897791882687378
0.35,0.3446064144118289
0.69,0.2763908027910542
0.15,0.5244189676350184
0.67,1.1927768688806646
0.18,0.5362345939877298
0.14,-0.04786236682672207
0.56,1.5045721453995213
0.59,1.304800339836043
1.56,0.35006876574404727
0.13,0.23027838305913795
0.52,0.09048615250173953
0.12,-0.05076510225095898
0.58,-0.8379236368700991
0.18,0.2616295335693624
0.1,0.44763492925817
0.2,1.0740361212421548
1.05,1.6572429326229008
0.18,0.6441946308207209
0.24,0.7492156534520682
0.79,1.2776144671755227
0.06,0.3454932019195507
0.33,-1.4240161927210213
0.2,0.61390443776507
0.15,0.8108470870711633
0.18,-0.48633904793870064
0.2,0.288866417073283
0.15,1.2828976922262088
0.23,-0.6121651477471812
0.33,0.01129362400383127
0.77,0.20066896912185678
0.18,1.0910968684171454
0.51,0.3303204097854834
1.1,0.8508680531053948
0.17,-0.3962253407276861
0.13,-0.7247595509197557
0.38,1.0925629382661235
0.13,0.09372757662318826
0.1,0.45336009404412336
0.1,1.313779863802255
0.12,0.035837830164220486
0.74,0.9618497306602853
0.16,0.03436916802162726
0.15,-0.01936869228439997
0.15,0.9226457820378042
0.83,0.8596900247115933
0.66,0.2366169337267935
0.81,0.16005122598441984
3.39,0.7858723570458269
0.24,0.3259705240061425
0.15,1.0635070136899338
0.28,-0.0559609742733298
0.1,0.433638149144544
0.06,0.3718876597449553
0.25,0.47911674822951533
0.12,1.0989103472316235
0.55,-1.6905503083392297
0.16,-0.7017356245046125
0.18,-0.18776355513331588
0.25,0.27913534020891406
0.5,0.7950844204998361
0.15,0.3030434824577842
0.28,0.7777644837217563
0.35,1.1159303186586216
0.08,0.3941869929788274
0.09,0.4413896758904736
0.11,1.0088513668173213
0.17,0.8743027504133764
0.0,0.8788076776086163
0.19,0.8983420140168809
0.33,0.8597187200445213
0.29,-0.6536987871969335
0.12,0.6672351498059014
0.18,-0.6358346633861833
0.3,-0.7556703974097883
0.09,-0.5763155663567394
0.25,0.43469957028448547
0.1,-0.21712522755375674
0.42,2.2285709228232653
0.09,-0.13941835555990445
0.28,-0.3642661778201597
0.45,-1.6490874509007885
0.07,-0.5881675230423467
13.0,1.6563447981215602
0.32,-0.23360199331121945
0.15,0.29180424091766294
0.29,-0.6840660356867712
0.16,-0.5787592405312949
0.23,-0.1135608228031928
0.47,0.41393215041213394
0.11,-0.2137427361949874
0.12,0.11403973794949618
0.61,0.10173583731942637
0.3,-0.9509030215284198
23.0,1.1725011372888878
0.12,0.2521714084043406
0.43,1.0130342445080496
0.53,1.0918342973447994
0.75,1.1048214762292594
0.25,-0.28323657254849555
0.21,-1.2020235276054583
0.15,0.19272998336216685
0.24,1.4064885407547232
0.14,-0.007008328277424036
0.16,-0.16813266897793677
0.11,-0.30437954729724126
0.18,0.17989774800159164
0.17,-0.07106298973920577
0.18,0.12891807796392019
0.41,0.5730515038432404
0.32,0.09452331889442173
0.47,-0.16880274263364836
0.29,0.8935616588772045
0.13,0.43388580479411
0.22,0.5856255709471812
0.3,0.24577549193468556
0.17,-0.3669912283432655
0.47,-0.9124805002541754
0.16,0.7916755583464777
0.29,0.6888107154873914
0.12,-0.42316896395367243
0.18,0.3506027270840657
0.11,-0.017649456968193644
0.14,1.5847028557011853
0.23,0.005366851633045844
3.12,1.0165625548765551
0.23,1.1978126938724998
0.34,0.23486569413873803
0.72,0.7390220839948481
0.14,1.096142640672456
0.43,0.7146179158667554
0.09,-0.5615832637837876
0.14,0.499975592357633
0.16,-0.12382847320616741
0.31,0.058262814231877236
0.11,1.5016363945232758
0.25,-0.07019819450308762
0.28,-0.027389391482540493
0.21,0.5272895492017421
0.12,0.7771768366715324
0.15,0.26788938502891047
0.19,0.41851646799518294
0.68,1.1568687109543285
0.24,0.8673500303427227
0.07,-0.2664809653835485
0.33,-0.2162114684573233
0.09,0.16700147790659453
0.13,0.6904336494722394
0.27,1.3482361264675746
0.1,0.6211990071076865
0.25,1.1495420816619477
0.16,-0.8126143492205113
0.09,0.07146486285818532
0.07,0.3412002260053665
0.16,2.6139754340158983
0.2,1.7491361121776243
1.47,2.348307784916955
0.2,-0.3925058734404222
0.19,-0.17481928873692854
0.24,0.6922726506627784
0.81,1.5398726274820382
0.31,1.1229305751779002
0.66,1.1351050831652283
0.2,0.38565284583339215
0.52,-0.04331216434847818
0.45,-0.16288949042799827
0.65,0.952929143713979
1.42,1.2224231938896781
0.7,1.6814300974696572
0.19,-0.6241209157426477
0.0,0.7160526107529578
0.17,-0.706102413952979
0.34,0.04314205667959525
0.06,0.7566909217978544
0.64,1.0115111004248436
0.14,-0.4469498966009866
0.19,-0.053899745529827126
0.45,0.6636993062047137
0.54,-0.20694678693397128
0.19,0.09890467477792186
0.13,0.12617165381384654
0.75,1.6824063202142023
0.38,0.6074667160632912
0.84,1.1982108534127842
0.69,0.9026179029039241
0.12,-0.48689394755180704
0.22,0.6915148375891282
0.28,-0.6616116644976469
0.1,0.16154586224083012
0.28,0.20600914051416624
0.55,-0.5597831172920524
0.41,0.40991008413893415
0.15,0.4420656121748714
0.2,0.5411320379028688
0.42,0.8098934947702265
0.1,-0.17844495775407643
0.19,0.16718398166822557
0.12,0.2168929886212395
0.25,-0.44985294541786336
0.16,-0.39965033910324954
0.25,0.8288089273004486
0.13,-0.4727066958795314
0.36,0.4796280793863439
0.2,0.7110577275711414
0.73,0.9966281673711955
0.11,0.5809052895760248
0.15,0.8606697442725364
0.36,0.9214600327787947
0.23,1.1439622622269146
0.17,-0.23934764885556237
0.22,0.646075407681721
0.55,1.180645988132436
0.24,-0.33970909981303476
0.53,0.8247270826076418
19.0,1.5454749527617084
0.14,-0.32004098125683356
0.23,0.30014823157702414
0.11,-0.06333811957448288
0.1,-0.3058438488370938
0.14,0.8445129848616864
0.38,0.5773035050537195
0.1,0.01208274395200637
0.13,-0.0481780437611643
0.09,0.22304793260176992
0.1,-0.3026260815594697
0.06,0.4430385995734777
0.16,-0.5049331626997025
0.3,1.0737430915398922
0.14,0.9945911047588188
0.13,-0.3510336079450638
0.17,0.2702563118101442
0.1,1.019295481995812
0.28,0.4699237228342612
0.22,0.9065428971083286
3.0,1.217098169029557
0.23,0.9275855057112984
0.11,-0.6934345423759338
0.28,0.19643610625489272
1.25,0.7309010672189258
0.31,0.5041284241523677
0.14,1.8365869179604117
0.49,-0.6499150932926041
0.72,0.6178845287812297
0.18,-0.5492943102446111
0.2,0.2621666389699739
0.52,-1.0723984210615354
0.13,-0.1325192737796248
0.14,0.07449863656336869
0.22,0.33572081883939486
0.21,-0.6029796890438517
0.25,0.011142190192855672
0.1,-0.10578929160753925
0.19,-0.012653677610373948
0.3,0.5706253524587677
0.5,0.671149612809189
0.26,0.4236439871324601
0.12,-0.1842285459889581
0.2,0.042983912584961204
0.19,0.5881090389618561
0.15,0.6061377716238363
0.73,0.648543021260665
0.13,-0.7431922163782305
0.1,-0.32223389947904524
0.14,1.7770514985124133
0.4,-0.4661706533210026
0.13,-0.6649299315456727
0.17,-0.5565694277202962
0.99,1.3455727742907801
0.18,-0.3384918792726752
0.09,1.1681733722202239
0.08,-0.328685090341298
0.1,-0.09826163297208013
0.48,1.1612766508379553
0.17,-1.31024082609881
0.09,-0.10116756265731985
0.3,-0.2655525037175075
3.42,0.9670277429882996
0.05,-0.18446831049658852
7.0,1.3081532580032014
0.25,-0.2315840974417268
0.18,-0.5407510114825362
0.17,0.6898852989650983
0.14,-0.11340187318324424
0.22,0.04750898081764576
0.35,0.7247000885227548
0.13,-0.20797903401529594
0.13,0.46980909747845384
0.11,-0.3380905702588992
0.19,0.2519532283294721
0.15,0.18924265500732745
0.16,-0.0004944551305968714
1.2,1.272023662993902
0.11,-0.2142771668300254
0.48,0.12177409207408585
0.13,0.16253279512098595
0.13,-0.7563461747821456
1.4,1.0226969154145245
0.29,0.6708926360296097
