Actual,Predicted
0.08,-0.6843742050893356
0.37,-0.49057041598214157
0.28,-0.8740447053151297
0.25,0.46449598444700446
0.0,0.7464784358057447
0.17,-0.9184593828671628
0.08,0.1362390162523175
0.53,1.6781119814776226
0.06,0.01162063549976633
0.42,-0.9235917728237975
0.17,0.15315355264146474
0.13,0.5765978041348984
0.18,0.5166699506420959
0.51,0.980498258989744
0.23,-0.10277882968456742
0.19,-0.5473866345773666
0.29,0.7670153971378131
0.31,-0.48263069514572865
0.16,-0.10248162027253893
0.12,0.17288688052002077
0.18,0.560251669518905
0.36,1.4012354369728648
0.21,0.9694477619163585
0.12,0.9914674812856975
0.53,0.5562717177738864
0.2,-0.3021024938553145
0.15,0.9055928635599165
0.15,0.03264080789918844
0.1,0.04102232062832256
0.1,-0.13151952890754648
0.07,0.3774786092013519
0.12,0.13478945045339308
0.27,0.4341489876166307
0.35,0.2837575713684286
0.83,0.7212525643267653
0.15,0.162586163304759
0.07,0.5269403081241869
0.08,-0.4944567619092515
0.12,0.23197330782686437
0.23,0.9802008834323913
0.36,0.5442751475327772
0.14,0.2091159800511268
0.17,0.5076093404391138
0.56,0.5781994684939235
0.17,0.11290058753969079
0.26,0.8451578663673316
0.12,-0.7022359854341171
0.2,-0.06799065214330646
0.1,-0.3691618806076884
0.07,0.5339862499673043
0.25,0.3695803365627847
0.25,-0.47837835129429496
0.16,0.00746404389000066
0.21,0.16027020299597916
0.52,0.6233013654470068
0.11,-0.06655506134323508
0.34,-0.3848305510832357
0.35,-0.3495203767725996
0.22,0.5075943052392808
0.38,0.5765777016617413
0.5,0.5557960992971334
1.47,1.3573655244984857
0.09,0.1366753796157006
0.25,1.0578643532797316
0.24,-0.22098933421385014
0.38,0.08380360616613164
0.62,1.0887624151939537
0.28,-0.2659791702930354
0.43,0.46655405735664346
0.83,0.7856612706493191
0.32,0.5449107891192533
0.2,-0.5049473382689353
0.33,-0.5295699008741743
0.27,0.11752666773637044
