Player,G,PTS,TRB,AST,STL,BLK,TOV,FGA,FG,FTA,FT,3PA,3P,PER
Eric Gordon,47,15.41,2.47,3.41,0.71,0.47,2.12,12.0,5.29,3.41,2.71,6.12,2.12,0.27
Eric Gordon,22,14.48,2.24,2.77,0.79,0.53,1.32,10.53,4.87,2.24,1.98,6.58,2.77,0.62
Devonte' Graham,73,3.17,0.73,1.16,0.26,0.09,0.3,2.53,0.94,0.77,0.56,1.97,0.69,0.05
Devonte' Graham,53,3.98,1.05,1.65,0.45,0.15,0.38,3.31,1.2,0.83,0.6,2.7,0.9,0.09
Devonte' Graham,20,15.76,3.03,4.85,0.97,0.36,1.58,12.13,4.61,4.37,3.27,8.97,3.27,0.74
Jerami Grant,63,21.49,4.72,2.52,0.84,0.84,1.89,15.2,7.23,5.66,4.61,5.98,2.41,0.31
RaiQuan Gray,1,-314.97,-177.17,-137.8,-0.0,-19.69,-78.74,-236.22,-118.11,-39.37,-39.37,-98.43,-39.37,-452.76
A.J. Green,35,4.61,1.36,0.63,0.21,0.0,0.31,3.77,1.57,0.1,0.1,3.14,1.36,0.13
Danny Green,11,8.02,1.9,0.73,0.73,0.44,1.31,6.56,2.92,0.15,0.15,4.96,2.19,0.63
Danny Green,3,3.96,1.71,0.92,0.4,0.0,1.32,4.88,1.32,0.0,0.0,3.56,1.32,0.7
Danny Green,8,8.37,1.67,0.64,0.77,0.51,1.16,6.18,3.09,0.13,0.13,4.63,2.06,0.97
Draymond Green,73,8.69,7.36,6.95,1.02,0.82,2.86,6.64,3.48,1.53,1.12,1.84,0.51,0.26
Jalen Green,76,16.29,2.73,2.73,0.59,0.15,1.92,13.2,5.46,4.5,3.54,5.38,1.84,0.15
JaMychal Green,57,5.94,3.34,0.84,0.37,0.37,0.84,4.08,2.23,1.11,0.84,1.76,0.65,0.14
Javonte Green,32,6.26,3.37,0.84,0.96,0.84,0.72,4.09,2.29,1.69,1.08,1.32,0.48,0.29
Jeff Green,56,6.05,2.02,0.93,0.23,0.23,0.62,4.58,2.25,1.63,1.24,1.47,0.39,0.11
Josh Green,60,7.53,2.48,1.41,0.58,0.08,0.99,5.3,2.81,1.32,0.91,2.32,0.91,0.13
AJ Griffin,72,5.0,1.18,0.56,0.34,0.11,0.34,4.16,1.91,0.39,0.34,2.02,0.79,0.06
Blake Griffin,41,4.01,3.72,1.47,0.29,0.2,0.49,3.13,1.47,0.78,0.49,1.56,0.59,0.18
Quentin Grimes,71,9.5,2.69,1.77,0.59,0.34,0.84,7.15,3.36,1.18,0.92,4.79,1.85,0.14
Rui Hachimura,63,8.74,3.51,0.7,0.23,0.31,0.62,7.26,3.51,1.48,1.09,1.95,0.62,0.14
Rui Hachimura,30,17.3,5.72,1.6,0.53,0.53,1.6,14.37,7.05,2.53,2.0,3.99,1.33,0.55
Rui Hachimura,33,11.27,5.52,0.82,0.23,0.47,0.59,9.28,4.46,2.11,1.53,2.58,0.7,0.38
Tyrese Haliburton,56,20.45,3.66,10.27,1.58,0.4,2.47,14.82,7.31,3.56,3.06,7.11,2.87,0.46
Jordan Hall,9,4.2,1.76,1.62,0.14,0.0,1.08,4.2,1.35,1.35,1.08,2.3,0.41,0.39
R.J. Hampton,47,5.99,1.78,1.03,0.56,0.19,0.84,4.68,2.06,1.5,1.12,2.34,0.84,0.12
R.J. Hampton,26,6.86,1.81,1.56,0.72,0.24,0.96,5.3,2.29,1.68,1.44,2.41,0.84,0.26
R.J. Hampton,21,9.29,2.93,1.27,0.64,0.25,1.27,7.51,3.18,2.42,1.53,3.82,1.4,0.38
Tim Hardaway Jr.,71,10.9,2.65,1.36,0.53,0.15,0.61,9.01,3.63,1.74,1.36,5.83,2.27,0.13
James Harden,58,23.76,6.9,12.11,1.36,0.57,3.85,16.41,7.24,7.02,6.11,8.15,3.17,0.53
Jaden Hardy,48,8.19,1.77,1.3,0.37,0.09,0.93,6.42,2.79,1.49,1.3,3.07,1.21,0.15
Ron Harper Jr.,9,2.7,0.98,0.49,0.0,0.12,0.0,2.21,1.11,0.12,0.12,1.23,0.37,0.36
Montrezl Harrell,57,3.67,1.83,0.39,0.2,0.26,0.39,2.42,1.44,1.18,0.79,0.07,0.0,0.08
Gary Harris,48,8.67,2.09,1.25,0.94,0.31,0.63,6.68,3.03,0.63,0.63,4.7,2.09,0.19
Joe Harris,74,4.13,1.2,0.76,0.27,0.11,0.33,3.21,1.47,0.22,0.11,2.45,1.03,0.06
Kevon Harris,34,4.34,2.22,0.53,0.53,0.11,0.64,3.28,1.48,1.27,0.95,1.38,0.53,0.15
Tobias Harris,74,13.32,5.16,2.27,0.82,0.45,1.09,10.33,5.16,1.54,1.36,3.99,1.54,0.21
Shaquille Harrison,5,-10.62,-5.31,-7.24,-2.65,-0.48,-1.45,-8.69,-3.62,-3.62,-2.65,-2.41,-0.72,-3.76
Josh Hart,76,7.54,6.0,2.92,0.92,0.23,1.15,5.23,2.77,1.77,1.31,1.69,0.62,0.18
Josh Hart,51,10.72,9.25,4.4,1.24,0.23,1.69,8.01,4.06,2.6,1.92,2.48,0.79,0.38
Josh Hart,25,13.31,9.13,4.7,1.83,0.65,1.96,8.22,4.83,3.0,2.35,2.74,1.44,0.94
Isaiah Hartenstein,82,2.92,3.8,0.7,0.35,0.47,0.47,2.34,1.23,0.53,0.35,0.29,0.06,0.08
Udonis Haslem,7,4.55,1.87,0.0,0.12,0.35,0.12,4.79,1.63,0.82,0.7,1.52,0.47,0.5
Sam Hauser,80,3.11,1.26,0.44,0.19,0.15,0.19,2.43,1.12,0.1,0.1,2.04,0.88,0.04
Jaxson Hayes,47,4.41,2.47,0.62,0.35,0.35,0.62,2.91,1.59,1.59,1.06,0.53,0.09,0.12
Killian Hayes,76,5.85,1.65,3.52,0.8,0.23,1.31,6.08,2.27,0.85,0.68,2.16,0.63,0.09
Gordon Hayward,50,15.16,4.43,4.23,0.82,0.21,2.06,11.96,5.67,3.3,2.68,3.3,1.03,0.32
Juancho HernangÃ³mez,42,2.9,2.9,0.6,0.4,0.1,0.4,2.7,1.1,0.4,0.2,1.6,0.4,0.11
Willy HernangÃ³mez,38,7.34,5.0,0.96,0.43,0.32,1.06,4.68,2.45,2.87,2.23,0.32,0.11,0.27
Tyler Herro,67,24.69,6.63,5.16,0.98,0.25,2.95,20.39,8.97,3.32,3.07,9.83,3.69,0.34
Buddy Hield,80,16.8,5.0,2.8,1.2,0.3,1.7,13.0,5.9,1.6,1.3,8.5,3.6,0.21
Haywood Highsmith,54,4.02,3.19,0.73,0.64,0.27,0.73,3.65,1.55,0.46,0.18,1.83,0.64,0.11
George Hill,46,4.2,1.51,2.01,0.5,0.08,0.59,3.02,1.43,1.01,0.76,1.76,0.59,0.13
George Hill,35,5.06,1.92,2.53,0.51,0.1,0.81,3.84,1.72,1.31,1.01,2.12,0.71,0.19
George Hill,11,5.36,1.65,1.96,0.62,0.31,0.62,3.2,1.75,0.82,0.72,1.96,1.03,0.7
Malcolm Hill,5,1.29,0.78,0.0,0.0,0.0,0.0,1.04,0.52,0.0,0.0,0.78,0.26,0.31
Aaron Holiday,63,1.97,0.61,0.71,0.3,0.1,0.3,1.77,0.76,0.25,0.2,0.71,0.3,0.04
Jrue Holiday,67,21.21,5.6,8.13,1.32,0.44,3.19,16.81,8.02,2.86,2.53,6.7,2.64,0.36
Justin Holiday,46,4.49,1.2,0.9,0.4,0.4,0.5,4.39,1.7,0.2,0.1,3.1,1.0,0.09
Justin Holiday,28,5.59,0.99,1.12,0.25,0.5,0.5,5.59,2.11,0.0,0.0,3.85,1.37,0.16
Justin Holiday,18,6.53,2.67,1.33,1.19,0.74,0.89,6.53,2.37,0.59,0.44,4.6,1.33,0.4
Richaun Holmes,42,2.81,1.72,0.18,0.09,0.27,0.27,1.9,1.18,0.45,0.36,0.18,0.09,0.09
Al Horford,63,10.49,6.63,3.21,0.54,1.07,0.64,8.13,3.85,0.32,0.21,5.56,2.46,0.27
Talen Horton-Tucker,65,7.86,2.35,2.79,0.44,0.29,1.39,6.9,2.94,1.91,1.39,2.28,0.66,0.12
Danuel House Jr.,56,3.43,1.22,0.57,0.21,0.14,0.36,2.5,1.22,0.79,0.57,1.43,0.5,0.06
Caleb Houstan,51,3.18,1.59,0.5,0.17,0.08,0.34,3.02,1.09,0.34,0.25,2.26,0.75,0.06
Trevor Hudgins,5,2.49,0.0,0.83,0.0,0.0,0.28,2.49,0.55,0.83,0.83,2.22,0.55,0.22
Kevin Huerter,75,12.92,2.8,2.46,0.93,0.25,1.1,9.77,4.76,1.44,1.1,5.78,2.29,0.17
Jay Huff,7,3.79,1.56,0.73,0.21,0.31,0.36,1.87,1.09,1.2,1.09,0.88,0.47,0.76
De'Andre Hunter,67,12.72,3.47,1.16,0.41,0.25,0.99,10.16,4.71,2.56,2.15,3.55,1.24,0.17
Bones Hyland,56,11.4,2.32,2.99,0.68,0.29,1.45,9.85,3.96,1.74,1.45,5.41,2.03,0.18
Bones Hyland,42,14.26,2.36,3.54,0.83,0.35,1.89,12.14,4.83,2.36,2.0,6.72,2.59,0.28
Bones Hyland,14,11.83,3.83,3.72,0.88,0.11,1.2,10.73,4.27,1.53,1.2,5.8,2.08,0.89
Serge Ibaka,16,5.54,3.78,0.41,0.14,0.54,0.95,4.59,2.16,1.08,0.68,1.49,0.54,0.42
Andre Iguodala,8,2.59,2.59,2.96,0.62,0.49,1.36,2.34,1.11,0.49,0.37,1.36,0.12,0.81
Joe Ingles,46,7.43,3.02,3.56,0.75,0.11,1.29,5.82,2.48,0.54,0.43,4.74,1.94,0.22
Brandon Ingram,45,30.16,6.72,7.08,0.85,0.49,4.03,22.71,10.99,7.33,6.47,4.4,1.71,0.63
Kyrie Irving,60,36.47,6.86,7.4,1.48,1.08,2.83,27.05,13.32,6.19,5.52,11.17,4.17,0.61
Kyrie Irving,40,42.85,8.06,8.38,1.58,1.26,3.64,32.41,15.81,7.11,6.32,13.76,5.22,1.03
Kyrie Irving,20,29.29,5.42,6.51,1.41,0.65,2.06,20.82,10.63,5.1,4.88,8.03,3.15,1.54
Jonathan Isaac,11,5.64,4.51,0.56,1.47,0.45,0.45,5.41,2.26,0.9,0.56,1.58,0.56,0.79
Jaden Ivey,74,11.58,2.77,3.69,0.57,0.14,2.27,9.45,3.91,3.41,2.56,3.34,1.14,0.13
Frank Jackson,1,0.0,2.98,1.49,0.0,0.0,0.0,4.47,0.0,0.0,0.0,1.49,0.0,0.0
Isaiah Jackson,63,6.23,3.9,0.69,0.43,1.3,0.69,4.33,2.42,1.99,1.3,0.17,0.0,0.15
Jaren Jackson Jr.,63,31.76,11.61,1.71,1.71,5.12,2.9,22.19,11.27,8.37,6.49,7.68,2.73,0.58
Justin Jackson,23,1.05,0.81,0.47,0.23,0.23,0.12,1.4,0.35,0.12,0.0,1.05,0.23,0.07
Quenton Jackson,9,5.5,0.8,1.51,0.36,0.09,0.36,4.17,1.86,2.13,1.69,1.15,0.09,0.57
Reggie Jackson,68,7.36,1.52,2.45,0.51,0.07,1.23,6.79,2.82,0.79,0.72,3.03,1.01,0.1
Reggie Jackson,52,10.82,2.18,3.47,0.69,0.1,1.79,9.73,4.07,1.29,1.19,4.17,1.49,0.19
Reggie Jackson,16,10.44,2.38,4.1,0.79,0.13,1.59,10.57,4.1,1.06,0.79,5.68,1.59,0.59
LeBron James,55,42.72,12.27,10.05,1.33,0.89,4.73,32.81,16.41,8.72,6.8,10.2,3.25,0.8
Ty Jerome,45,5.42,1.33,2.35,0.39,0.08,0.55,4.24,2.04,0.71,0.63,1.57,0.63,0.15
Isaiah Joe,73,5.54,1.4,0.7,0.41,0.06,0.29,4.08,1.81,0.82,0.64,3.15,1.28,0.08
Alize Johnson,4,2.05,2.84,0.34,0.34,0.0,1.14,1.7,0.91,0.57,0.34,0.57,0.0,0.85
Cameron Johnson,42,19.24,5.46,2.36,1.49,0.37,1.12,14.03,6.58,3.6,2.98,7.57,3.1,0.47
Cameron Johnson,17,16.23,4.44,1.75,1.05,0.47,0.7,11.91,5.61,2.22,1.87,6.77,3.04,0.98
Cameron Johnson,25,23.09,6.68,2.92,1.95,0.42,1.53,16.69,7.79,4.87,4.17,8.62,3.2,0.96
Jalen Johnson,70,3.43,2.45,0.74,0.31,0.31,0.37,2.82,1.41,0.67,0.43,0.92,0.25,0.07
James Johnson,18,3.47,2.11,0.99,0.5,0.37,0.5,3.35,1.49,0.5,0.25,0.99,0.25,0.27
Keldon Johnson,63,21.91,4.98,2.89,0.7,0.2,2.09,17.63,7.97,5.18,3.88,6.47,2.09,0.28
Keon Johnson,40,4.66,1.09,1.49,0.5,0.2,1.09,4.47,1.69,0.99,0.69,1.98,0.69,0.1
Stanley Johnson,30,6.6,3.64,2.5,0.57,0.23,1.25,4.66,2.5,1.48,1.02,1.48,0.68,0.32
Nikola JokiÄ‡,69,33.58,16.17,13.43,1.78,0.96,4.93,20.29,12.88,8.22,6.72,3.02,1.1,0.75
Carlik Jones,7,3.02,0.73,0.94,0.31,0.0,0.31,2.18,0.94,1.14,0.73,0.94,0.42,0.43
Damian Jones,41,3.69,3.17,0.42,0.21,0.53,0.63,2.22,1.37,0.74,0.53,0.42,0.21,0.16
Damian Jones,22,3.14,3.14,0.25,0.13,0.63,0.5,2.13,1.13,1.13,0.88,0.13,0.0,0.25
Damian Jones,19,6.1,4.64,0.8,0.4,0.66,0.93,3.45,2.39,0.66,0.53,0.93,0.66,0.56
Derrick Jones Jr.,64,3.25,1.56,0.32,0.32,0.39,0.26,2.34,1.17,0.84,0.65,0.84,0.26,0.06
Herbert Jones,66,8.38,3.51,2.14,1.37,0.51,1.11,6.5,3.08,2.05,1.62,2.14,0.68,0.16
Kai Jones,46,3.57,2.84,0.32,0.42,0.74,0.74,2.73,1.58,0.63,0.42,0.42,0.11,0.13
Tre Jones,68,5.86,1.64,3.0,0.59,0.05,0.73,4.95,2.27,1.14,1.0,1.04,0.32,0.11
Tyus Jones,80,2.48,0.6,1.25,0.24,0.02,0.22,2.14,0.94,0.31,0.24,0.99,0.36,0.04
DeAndre Jordan,39,6.45,6.58,1.14,0.38,0.76,1.52,3.67,2.91,1.52,0.76,0.0,0.0,0.32
Cory Joseph,62,3.55,0.87,1.8,0.26,0.05,0.46,2.93,1.23,0.62,0.46,1.49,0.57,0.07
Nikola JoviÄ‡,15,7.61,2.9,0.97,0.69,0.14,0.97,6.36,2.63,1.8,1.66,3.18,0.69,0.5
Johnny Juzang,18,6.79,3.11,0.57,0.28,0.28,0.28,8.21,2.69,0.28,0.14,4.95,1.13,0.28
Mfiondu Kabengele,4,1.58,2.63,0.0,0.53,0.0,0.32,1.89,0.53,0.53,0.53,0.84,0.0,0.77
Frank Kaminsky,36,2.36,1.32,0.85,0.19,0.09,0.28,1.7,0.85,0.38,0.38,0.85,0.38,0.1
Frank Kaminsky,26,2.93,1.52,0.87,0.22,0.0,0.33,1.85,1.09,0.54,0.43,0.98,0.43,0.16
Frank Kaminsky,10,2.11,1.88,1.29,0.12,0.35,0.0,2.23,0.7,0.47,0.47,1.17,0.23,0.42
Trevor Keels,3,1.38,0.97,0.0,0.0,0.0,0.0,1.8,0.41,0.0,0.0,1.8,0.41,0.32
Luke Kennard,59,7.71,2.24,1.24,0.41,0.08,0.66,5.39,2.65,0.58,0.5,3.81,1.91,0.14
Luke Kennard,35,9.53,2.93,1.34,0.61,0.12,1.1,7.33,3.42,0.73,0.61,4.64,2.08,0.27
Luke Kennard,24,13.42,3.68,2.73,0.59,0.0,0.83,8.43,4.51,0.95,0.95,6.77,3.68,0.65
Walker Kessler,74,10.1,9.22,0.99,0.44,2.53,0.88,6.15,4.39,2.31,1.21,0.0,0.0,0.26
Braxton Key,3,1.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.7,0.7,0.0,0.0,0.53
Louis King,1,-324.72,-64.94,-32.47,-16.24,-0.0,-32.47,-211.07,-129.89,-16.24,-0.0,-129.89,-64.94,-308.48
Corey Kispert,74,7.25,1.83,0.78,0.26,0.07,0.46,5.16,2.55,0.78,0.65,3.4,1.44,0.09
Maxi Kleber,37,7.58,4.62,1.8,0.39,1.03,0.9,5.91,2.7,1.28,0.9,3.85,1.41,0.3
Nathan Knight,38,3.51,1.42,0.28,0.28,0.19,0.57,1.99,1.14,1.42,0.95,0.57,0.19,0.1
Kevin Knox,63,5.24,2.22,0.4,0.32,0.16,0.64,4.21,1.91,0.79,0.56,2.38,0.79,0.08
Kevin Knox,42,6.6,3.06,0.47,0.35,0.35,0.94,5.07,2.36,0.94,0.71,3.3,1.18,0.16
Kevin Knox,21,11.46,4.45,1.21,0.67,0.0,1.21,9.84,4.31,1.75,1.35,4.45,1.35,0.51
Christian Koloko,58,2.24,2.09,0.36,0.29,0.72,0.22,1.88,0.87,0.72,0.43,0.14,0.0,0.07
John Konchar,72,3.32,2.8,0.91,0.72,0.2,0.33,2.86,1.24,0.33,0.26,1.63,0.52,0.08
Furkan Korkmaz,37,3.56,1.03,0.56,0.28,0.09,0.56,2.81,1.22,0.94,0.66,1.13,0.47,0.08
Luke Kornet,69,2.19,1.67,0.46,0.12,0.4,0.23,1.44,0.92,0.35,0.29,0.12,0.0,0.06
Vit Krejci,29,1.22,0.92,0.61,0.2,0.0,0.2,1.33,0.51,0.1,0.0,0.71,0.2,0.06
Jonathan Kuminga,67,7.18,2.47,1.38,0.44,0.36,1.02,5.37,2.83,1.52,0.94,1.6,0.58,0.12
Kyle Kuzma,64,30.68,10.42,5.35,0.87,0.72,4.34,25.76,11.58,5.35,3.91,10.85,3.62,0.43
Anthony Lamb,62,5.63,2.94,1.26,0.42,0.25,0.76,4.29,2.02,0.84,0.59,2.69,1.01,0.12
Jock Landale,69,4.36,2.71,0.66,0.13,0.26,0.59,3.23,1.72,0.99,0.73,0.79,0.2,0.09
Romeo Langford,43,6.45,2.53,1.12,0.56,0.28,0.65,5.61,2.62,1.22,0.84,1.31,0.37,0.16
Jake LaRavia,35,3.33,2.0,0.67,0.33,0.11,0.56,3.0,1.22,0.33,0.22,2.22,0.78,0.11
Zach LaVine,77,23.07,4.19,3.91,0.84,0.19,2.33,16.74,8.09,5.21,4.37,6.6,2.42,0.26
A.J. Lawson,15,4.51,1.71,0.12,0.12,0.0,0.24,3.53,1.83,0.61,0.12,2.07,0.85,0.27
A.J. Lawson,1,-2.66,-1.33,-0.0,-0.0,-0.0,-0.0,-1.33,-1.33,-0.0,-0.0,-0.0,-0.0,-3.99
A.J. Lawson,14,4.72,1.69,0.12,0.12,0.0,0.24,3.75,1.81,0.73,0.12,2.18,0.85,0.28
Damion Lee,74,4.7,1.72,0.74,0.23,0.06,0.63,3.49,1.55,0.8,0.74,1.89,0.86,0.06
Saben Lee,25,5.76,1.73,2.59,0.77,0.0,0.96,4.61,1.92,2.21,1.63,1.15,0.38,0.27
Saben Lee,2,2.14,0.0,0.71,0.36,0.0,1.07,1.43,1.07,0.0,0.0,0.36,0.0,0.89
Saben Lee,23,5.73,1.82,2.55,0.73,0.0,0.82,4.64,1.82,2.27,1.64,1.18,0.45,0.28
Alex Len,26,2.08,2.82,0.61,0.25,0.49,0.74,1.47,0.74,0.74,0.49,0.12,0.0,0.17
Kawhi Leonard,52,27.9,7.62,4.57,1.64,0.59,1.99,19.69,10.08,6.33,5.51,5.63,2.34,0.57
Meyers Leonard,9,5.79,4.59,0.12,0.24,0.0,0.84,3.86,1.93,1.21,1.09,2.41,0.97,0.87
Caris LeVert,74,7.28,2.29,2.35,0.6,0.18,0.96,6.02,2.59,1.44,1.08,2.65,1.02,0.11
Kira Lewis Jr.,25,5.04,1.42,0.99,0.44,0.11,0.44,3.83,1.75,0.99,0.88,1.53,0.66,0.22
Damian Lillard,58,48.24,7.19,10.94,1.35,0.45,4.94,31.01,14.38,14.38,13.18,16.93,6.29,0.78
Nassir Little,54,5.83,2.3,0.8,0.35,0.35,0.62,4.95,2.21,0.8,0.53,2.56,0.97,0.11
Isaiah Livers,52,7.0,2.92,0.84,0.52,0.52,0.63,5.74,2.4,0.84,0.63,4.07,1.46,0.15
Kenneth Lofton Jr.,24,5.36,2.25,0.86,0.21,0.11,0.54,4.18,2.15,1.18,0.75,0.75,0.32,0.24
Kevon Looney,82,3.32,4.41,1.18,0.28,0.28,0.24,2.23,1.42,0.9,0.52,0.0,0.0,0.1
Brook Lopez,78,22.94,9.67,1.88,0.72,3.61,2.02,16.59,8.8,3.46,2.74,6.78,2.45,0.36
Robin Lopez,37,3.03,1.41,0.5,0.1,0.2,0.71,2.02,1.31,0.5,0.4,0.1,0.1,0.1
Kevin Love,62,8.88,6.93,2.06,0.32,0.22,1.19,7.36,2.92,1.62,1.41,5.2,1.73,0.21
Kevin Love,41,11.84,9.47,2.65,0.28,0.28,1.53,9.75,3.76,2.09,1.95,6.69,2.37,0.42
Kevin Love,21,12.1,8.96,2.99,0.63,0.31,1.73,10.37,4.09,2.04,1.73,7.55,2.2,0.79
Kyle Lowry,55,12.69,4.65,5.78,1.13,0.45,2.15,9.97,4.08,2.83,2.38,6.35,2.15,0.29
Trey Lyles,74,5.3,2.86,0.63,0.28,0.28,0.63,3.84,1.74,1.19,0.98,2.23,0.84,0.08
ThÃ©o Maledon,44,6.57,2.75,3.43,0.78,0.29,1.27,5.69,2.26,1.67,1.37,2.16,0.59,0.2
Sandro Mamukelashvili,43,6.57,4.63,1.51,0.32,0.32,0.86,5.71,2.48,1.4,0.97,2.48,0.75,0.2
Sandro Mamukelashvili,24,2.88,2.76,0.84,0.24,0.24,0.48,2.88,0.96,0.96,0.6,1.56,0.36,0.18
Sandro Mamukelashvili,19,14.2,8.94,3.16,0.66,0.53,1.84,11.97,5.39,2.76,1.84,4.6,1.58,0.96
Terance Mann,81,3.5,1.35,0.92,0.2,0.12,0.4,2.59,1.35,0.6,0.44,0.96,0.4,0.05
Tre Mann,67,5.06,1.51,1.18,0.39,0.13,0.59,4.93,1.91,0.53,0.39,2.5,0.79,0.07
Boban MarjanoviÄ‡,31,3.46,1.99,0.31,0.21,0.1,0.52,1.99,1.36,0.94,0.63,0.0,0.0,0.15
Lauri Markkanen,66,38.02,12.77,2.82,0.89,0.89,2.82,25.7,12.92,8.91,7.87,11.44,4.46,0.59
Naji Marshall,77,4.44,1.76,1.22,0.34,0.1,0.63,3.61,1.56,1.12,0.88,1.37,0.44,0.06
Caleb Martin,71,7.83,3.92,1.31,0.82,0.33,0.9,6.28,2.94,1.31,1.06,2.69,0.98,0.14
Cody Martin,7,3.77,2.56,1.21,0.45,0.08,0.23,3.85,1.51,0.75,0.45,1.51,0.3,0.75
Kenyon Martin Jr.,82,7.63,3.31,0.9,0.3,0.24,0.66,5.29,3.0,1.62,1.08,1.56,0.48,0.11
Tyrese Martin,16,1.6,0.99,0.12,0.12,0.0,0.12,1.72,0.74,0.12,0.12,0.49,0.12,0.11
Garrison Mathews,54,3.88,1.13,0.4,0.32,0.08,0.32,2.99,1.13,0.81,0.73,2.67,0.97,0.06
Garrison Mathews,45,4.63,1.35,0.48,0.48,0.1,0.39,3.67,1.26,0.97,0.87,3.28,1.16,0.1
Garrison Mathews,9,5.63,1.41,0.35,0.12,0.12,0.12,3.98,1.64,1.05,0.94,3.28,1.29,0.56
Bennedict Mathurin,78,10.13,2.49,0.91,0.36,0.12,1.15,7.4,3.22,3.52,2.91,2.43,0.79,0.1
Wesley Matthews,52,2.91,1.88,0.6,0.34,0.26,0.26,2.65,0.94,0.43,0.43,2.05,0.68,0.08
Tyrese Maxey,60,15.66,2.24,2.7,0.62,0.08,1.0,11.72,5.63,2.78,2.31,4.78,2.08,0.23
Skylar Mays,6,-21.28,-4.45,-11.54,-1.39,-0.28,-2.36,-15.71,-7.93,-3.06,-2.78,-5.98,-2.78,-4.76
Miles McBride,64,1.59,0.36,0.5,0.27,0.05,0.18,1.54,0.55,0.32,0.18,0.95,0.27,0.02
Mac McClung,2,-60.54,-24.22,-21.79,-0.0,-0.0,-7.26,-48.43,-21.79,-12.11,-7.26,-26.64,-9.69,-33.9
CJ McCollum,75,16.58,3.49,4.52,0.71,0.4,1.9,14.2,6.19,2.54,1.9,5.71,2.22,0.2
T.J. McConnell,75,4.09,1.46,2.49,0.52,0.05,0.89,3.24,1.79,0.42,0.38,0.38,0.14,0.08
Jaden McDaniels,79,9.47,3.05,1.49,0.7,0.78,1.1,7.12,3.68,1.41,1.02,2.66,1.1,0.13
Jalen McDaniels,80,5.96,2.73,1.02,0.63,0.25,0.76,4.89,2.22,1.08,0.95,1.84,0.63,0.09
Jalen McDaniels,56,12.17,5.51,2.3,1.38,0.57,1.61,10.1,4.48,2.18,1.84,4.13,1.38,0.25
Jalen McDaniels,24,7.8,3.73,0.93,0.82,0.23,0.58,5.94,2.91,1.63,1.4,1.51,0.58,0.41
Doug McDermott,64,7.38,1.59,1.01,0.14,0.07,0.65,5.93,2.68,0.8,0.58,3.4,1.37,0.09
JaVale McGee,42,4.71,2.68,0.32,0.11,0.64,0.96,3.21,2.03,1.07,0.64,0.11,0.0,0.14
Bryce McGowens,46,4.4,1.66,1.0,0.25,0.08,0.75,3.65,1.41,1.41,1.08,1.41,0.5,0.09
Rodney McGruder,32,6.04,2.44,0.95,0.53,0.0,0.32,5.09,2.01,0.74,0.64,3.18,1.38,0.2
Jordan McLaughlin,43,3.05,1.16,2.81,0.58,0.08,0.66,2.81,1.16,0.33,0.25,1.49,0.5,0.12
De'Anthony Melton,77,8.34,3.39,2.15,1.32,0.41,1.07,7.02,2.97,0.91,0.74,4.3,1.65,0.13
Sam Merrill,5,3.43,1.24,0.69,0.55,0.0,0.0,3.02,1.24,0.27,0.27,2.47,0.69,0.82
Chimezie Metu,66,2.85,1.74,0.35,0.17,0.17,0.29,1.92,1.16,0.64,0.46,0.35,0.06,0.06
Khris Middleton,33,20.36,5.66,6.61,0.94,0.27,2.97,16.59,7.28,4.18,3.78,6.61,2.02,0.65
Patty Mills,40,6.54,1.16,1.48,0.42,0.11,0.84,5.49,2.32,0.84,0.63,3.59,1.27,0.14
Shake Milton,76,3.17,0.94,1.21,0.11,0.08,0.45,2.49,1.21,0.57,0.49,0.72,0.26,0.05
Justin Minaya,4,3.71,3.28,0.86,0.43,1.12,0.86,5.0,1.55,0.26,0.0,2.59,0.69,1.21
Josh Minott,15,3.89,2.13,0.38,0.38,0.5,0.25,3.01,1.51,0.63,0.63,0.5,0.13,0.36
Davion Mitchell,80,1.75,0.41,0.72,0.19,0.06,0.25,1.57,0.72,0.13,0.09,0.78,0.25,0.03
Donovan Mitchell,68,36.98,5.62,5.75,1.96,0.52,3.4,26.92,13.07,7.06,6.14,12.15,4.7,0.48
Evan Mobley,79,15.88,8.82,2.74,0.78,1.47,1.76,11.76,6.47,3.72,2.55,1.27,0.29,0.27
Isaiah Mobley,13,2.96,1.85,0.25,0.37,0.25,0.12,2.72,1.11,0.37,0.37,0.74,0.25,0.31
Chima Moneke,2,1.53,1.53,0.77,0.0,0.0,1.53,1.53,0.77,1.53,0.0,0.0,0.0,0.0
Malik Monk,77,9.36,1.8,2.7,0.42,0.21,1.32,7.14,3.19,1.87,1.66,3.61,1.32,0.12
Moses Moody,63,2.76,0.98,0.46,0.17,0.06,0.29,2.07,0.98,0.46,0.35,1.21,0.46,0.05
Xavier Moon,4,1.78,0.79,1.28,0.0,0.0,0.3,2.27,0.79,0.0,0.0,0.79,0.3,0.52
Wendell Moore Jr.,29,1.51,0.65,0.65,0.32,0.22,0.32,1.61,0.65,0.22,0.11,0.65,0.11,0.06
Ja Morant,61,21.33,4.8,6.59,0.9,0.24,2.77,16.2,7.57,6.59,4.97,3.99,1.22,0.34
Marcus Morris,65,9.13,3.26,1.47,0.49,0.24,0.73,8.07,3.42,1.06,0.82,3.83,1.39,0.14
