Player,Age,G,GS,MP,PTS,TRB,AST,STL,BLK,TOV,FGA,FG,FTA,FT,3PA,3P,PF,PER
Joel Ayayi,21,7,0,2.9,0.3,0.4,0.6,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.1,0.0,0.0,0.07
Joel Embiid,27,68,68,33.8,30.6,11.7,4.2,1.1,1.5,3.1,19.6,9.8,11.8,9.6,3.7,1.4,2.7,0.5
John Collins,24,54,53,30.8,16.2,7.8,1.8,0.6,1.0,1.1,11.9,6.3,3.1,2.5,3.3,1.2,3.0,0.37
John Konchar,25,72,7,17.9,4.8,4.6,1.5,0.6,0.3,0.4,3.6,1.9,0.7,0.4,1.8,0.7,1.3,0.13
Jonathan Kuminga,19,70,12,16.9,9.3,3.3,0.9,0.4,0.3,1.1,6.6,3.4,2.7,1.9,2.1,0.7,2.1,0.13
Jordan Bell,27,1,0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Jordan Clarkson,29,79,1,27.1,16.0,3.5,2.5,0.8,0.2,1.6,14.1,5.9,2.2,1.8,7.6,2.4,1.9,0.16
Jordan Goodwin,23,2,0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.5,0.0,0.5,-0.5
Jose Alvarado,23,54,1,15.4,6.1,1.9,2.8,1.3,0.1,0.7,5.4,2.4,1.0,0.7,2.0,0.6,1.4,0.15
Josh Christopher,20,74,2,18.0,7.9,2.5,2.0,0.9,0.2,1.5,6.8,3.0,1.5,1.1,2.6,0.8,1.3,0.11
Josh Giddey,19,54,54,31.5,12.5,7.8,6.4,0.9,0.4,3.2,12.4,5.2,1.5,1.0,3.9,1.0,1.6,0.32
Josh Green,21,67,3,15.5,4.8,2.4,1.2,0.7,0.2,0.7,3.8,1.9,0.7,0.5,1.2,0.4,1.7,0.1
Josh Hart,78,108,106,98.8,48.2,20.4,12.5,3.4,0.7,6.6,34.0,17.2,12.1,9.2,13.5,4.8,8.2,0.55
Josh Jackson,72,102,6,44.7,17.8,7.5,2.8,1.4,1.2,2.7,16.4,6.4,4.7,3.4,6.8,1.7,4.9,0.16
Jrue Holiday,31,67,64,32.9,18.3,4.5,6.8,1.6,0.4,2.7,14.2,7.1,2.7,2.0,4.8,2.0,2.0,0.31
Juancho HernangÃ³mez,104,80,18,44.1,12.0,10.4,2.1,1.3,1.0,1.6,9.7,4.0,3.4,2.0,6.1,2.0,2.1,0.23
Justin Anderson,84,32,12,56.2,17.5,8.0,6.2,1.3,0.9,1.7,15.3,6.1,3.7,2.8,9.8,2.6,4.1,0.69
Justin Champagnie,20,36,0,7.8,2.3,2.0,0.3,0.2,0.1,0.2,1.9,0.9,0.3,0.3,0.8,0.3,0.9,0.1
Justin Holiday,96,148,130,82.3,29.4,7.6,5.0,2.3,1.4,2.7,26.4,10.2,2.4,2.0,19.2,7.0,6.2,0.18
Justin Jackson,78,14,0,13.1,6.3,2.2,0.6,0.0,0.0,0.3,5.4,1.5,2.3,2.3,2.8,0.9,0.9,0.35
Kai Jones,21,21,0,3.0,1.0,0.5,0.2,0.0,0.1,0.3,0.7,0.4,0.4,0.1,0.1,0.0,0.4,0.04
Keita Bates-Diop,26,59,14,16.2,5.7,3.9,0.7,0.5,0.2,0.8,4.5,2.3,1.0,0.8,0.9,0.3,1.0,0.13
Kelan Martin,78,60,2,33.4,12.0,4.5,1.5,0.9,0.6,1.0,12.9,4.9,0.9,0.6,5.5,1.5,2.5,0.17
Keldon Johnson,22,75,74,31.9,17.0,6.1,2.1,0.8,0.2,1.2,13.5,6.3,3.1,2.4,5.3,2.1,2.0,0.23
Keljin Blevins,26,31,1,11.3,3.1,1.5,0.6,0.4,0.0,0.5,3.6,1.1,0.4,0.2,2.3,0.7,0.9,0.08
Kent Bazemore,32,39,14,14.0,3.4,1.8,0.9,0.6,0.2,0.5,3.6,1.2,0.4,0.3,2.1,0.7,1.8,0.1
Kentavious Caldwell-Pope,28,77,77,30.2,13.2,3.4,1.9,1.1,0.3,1.3,10.8,4.7,2.0,1.8,5.3,2.1,1.8,0.16
Kenyon Martin Jr.,21,79,2,21.0,8.8,3.8,1.3,0.4,0.5,0.8,6.6,3.5,1.6,1.0,2.1,0.8,1.4,0.13
Keon Johnson,57,74,24,53.3,20.4,6.3,5.9,2.3,0.9,3.5,20.8,7.3,4.2,3.3,7.4,2.5,5.5,0.24
Kessler Edwards,21,48,23,20.6,5.9,3.6,0.6,0.6,0.5,0.9,5.6,2.3,0.4,0.3,2.8,1.0,1.8,0.14
Kevin Durant,33,55,55,37.2,29.9,7.4,6.4,0.9,0.9,3.5,20.3,10.5,7.4,6.8,5.5,2.1,2.1,0.57
Kevin Huerter,23,74,60,29.6,12.1,3.4,2.7,0.7,0.4,1.2,10.3,4.7,0.7,0.6,5.6,2.2,2.5,0.17
Kevin Knox,66,60,0,22.4,9.4,4.5,0.9,0.4,0.3,0.7,8.5,3.1,2.2,1.5,5.5,1.6,1.8,0.15
Kevin Love,33,74,4,22.5,13.6,7.2,2.2,0.4,0.2,1.3,10.3,4.4,2.7,2.2,6.4,2.5,1.4,0.21
Kevon Looney,25,82,80,21.1,6.0,7.3,2.0,0.6,0.6,0.8,4.4,2.5,1.5,0.9,0.0,0.0,2.6,0.16
Khem Birch,29,55,28,18.0,4.5,4.3,1.0,0.5,0.5,0.5,3.6,1.8,1.3,1.0,0.3,0.0,1.9,0.15
Killian Hayes,20,66,40,25.0,6.9,3.2,4.2,1.2,0.5,1.7,7.0,2.7,1.1,0.9,2.5,0.7,2.8,0.15
Kira Lewis Jr.,20,24,0,14.2,5.9,1.6,2.0,0.5,0.0,1.1,6.1,2.5,0.5,0.4,2.4,0.5,0.7,0.22
Kris Dunn,27,14,3,24.0,7.6,3.5,5.6,1.6,0.2,2.3,7.3,3.1,1.3,1.2,0.8,0.1,2.7,0.85
Kyle Anderson,28,69,11,21.5,7.6,5.3,2.7,1.1,0.7,1.0,6.8,3.0,1.5,1.0,1.6,0.5,1.6,0.18
Kyle Guy,24,19,0,9.8,3.9,0.9,0.9,0.4,0.1,0.7,3.4,1.4,0.6,0.4,2.1,0.7,0.6,0.17
Kyle Kuzma,26,66,66,33.4,17.1,8.5,3.5,0.6,0.9,2.6,14.2,6.4,3.3,2.4,5.7,1.9,1.9,0.29
Kyle Lowry,35,63,63,33.9,13.4,4.5,7.5,1.1,0.3,2.7,10.0,4.4,2.8,2.3,6.1,2.3,2.8,0.29
Kyrie Irving,29,29,29,37.6,27.4,4.4,5.8,1.4,0.6,2.5,21.2,10.0,4.4,4.1,8.2,3.4,2.8,0.88
LaMarcus Aldridge,36,47,12,22.3,12.9,5.5,0.9,0.3,1.0,0.9,9.7,5.4,2.2,1.9,1.0,0.3,1.7,0.32
LaMelo Ball,20,75,75,32.3,20.1,6.7,7.6,1.6,0.4,3.3,16.7,7.2,3.2,2.8,7.5,2.9,3.2,0.31
Langston Galloway,90,14,0,46.1,5.7,7.9,5.3,0.4,0.0,2.5,11.3,2.5,0.0,0.0,7.0,0.8,3.0,0.57
Lauri Markkanen,24,61,61,30.8,14.8,5.7,1.3,0.7,0.5,0.9,11.5,5.1,2.6,2.3,6.2,2.2,2.1,0.25
LeBron James,37,56,56,37.2,30.3,8.2,6.2,1.3,1.1,3.5,21.8,11.4,6.0,4.5,8.0,2.9,2.2,0.57
Leandro Bolmaro,21,35,2,6.9,1.4,1.2,0.6,0.2,0.0,0.4,1.5,0.5,0.4,0.3,0.5,0.1,0.7,0.05
Lonzo Ball,24,35,35,34.6,13.0,5.4,5.1,1.8,0.9,2.3,10.9,4.6,0.8,0.6,7.4,3.1,2.4,0.5
Louis King,22,10,0,10.4,4.5,1.2,0.9,0.2,0.1,0.0,4.7,1.5,1.0,0.7,2.7,0.8,1.4,0.34
Luguentz Dort,22,51,51,32.6,17.2,4.2,1.7,0.9,0.4,1.7,14.2,5.7,3.7,3.2,7.7,2.5,2.9,0.27
Luka DonÄiÄ‡,22,65,65,35.4,28.4,9.1,8.7,1.2,0.6,4.5,21.6,9.9,7.5,5.6,8.8,3.1,2.2,0.46
Luka Garza,23,32,5,12.2,5.8,3.1,0.6,0.3,0.2,0.6,4.6,2.1,1.9,1.2,1.5,0.5,1.7,0.19
Luke Kennard,25,70,13,27.4,11.9,3.3,2.1,0.6,0.1,0.9,9.1,4.1,1.1,1.0,6.0,2.7,1.4,0.17
Luke Kornet,104,30,0,24.5,6.2,6.5,1.8,0.5,0.9,0.0,7.1,2.4,2.2,1.5,1.1,0.0,2.7,0.35
Mac McClung,69,4,0,37.5,12.0,4.5,1.5,1.5,1.5,4.5,9.0,4.5,1.5,1.5,4.5,1.5,7.5,3.0
Malachi Flynn,23,44,5,12.2,4.3,1.4,1.6,0.5,0.1,0.3,4.2,1.6,0.5,0.3,2.0,0.7,1.0,0.11
Malcolm Brogdon,29,36,36,33.5,19.1,5.1,5.9,0.8,0.4,2.1,15.1,6.8,4.6,4.0,5.2,1.6,2.0,0.56
Malcolm Hill,78,38,0,36.9,12.9,5.6,1.1,1.9,0.6,0.4,8.2,4.2,2.6,2.3,5.5,2.3,4.7,0.46
Malik Beasley,25,79,18,25.0,12.1,2.9,1.5,0.5,0.2,0.5,10.8,4.2,0.8,0.6,8.1,3.0,1.1,0.13
Malik Fitts,72,30,0,12.7,4.2,3.4,0.9,0.0,0.0,0.4,3.9,1.6,0.0,0.0,2.1,1.0,0.8,0.19
Mamadi Diakite,25,13,3,14.5,4.3,4.5,0.2,0.4,0.7,0.5,3.6,1.9,0.8,0.5,0.4,0.0,2.5,0.58
Marcus Garrett,23,12,0,10.7,1.1,1.9,0.6,0.4,0.3,0.2,1.8,0.4,0.4,0.2,0.3,0.1,1.3,0.21
Markelle Fultz,23,18,3,20.0,10.8,2.7,5.5,1.1,0.3,2.2,9.7,4.6,1.7,1.4,0.9,0.2,1.2,0.71
Markus Howard,22,31,0,5.7,4.1,0.4,0.2,0.3,0.0,0.2,3.3,1.3,0.7,0.6,2.3,0.9,0.5,0.09
Marquese Chriss,24,34,0,10.2,4.5,3.0,0.5,0.4,0.4,0.5,3.9,1.8,1.0,0.6,0.7,0.2,1.9,0.17
Marvin Bagley III,66,96,50,73.0,35.2,21.0,2.5,1.5,1.2,2.5,28.6,14.7,6.7,4.4,6.0,1.4,6.0,0.44
Mason Jones,23,4,0,12.8,6.8,2.5,1.0,0.5,0.0,0.3,3.8,1.8,3.8,3.0,1.0,0.3,2.0,1.92
Maurice Harkless,28,47,24,18.4,4.6,2.4,0.5,0.6,0.5,0.7,3.9,1.8,0.6,0.4,2.1,0.7,1.6,0.12
Maxi Kleber,30,59,21,24.6,7.0,5.9,1.2,0.5,1.0,0.8,6.0,2.4,1.1,0.8,4.3,1.4,2.3,0.18
Melvin Frazier,25,3,0,40.0,10.7,4.3,0.3,0.3,0.0,1.0,16.0,4.3,2.3,1.7,7.0,0.3,2.7,0.77
Mikal Bridges,25,82,82,34.8,14.2,4.2,2.3,1.2,0.4,0.8,10.5,5.6,1.9,1.6,3.8,1.4,1.8,0.2
Mike Conley,34,72,72,28.6,13.7,3.0,5.3,1.3,0.3,1.7,11.0,4.8,2.3,1.8,5.8,2.3,2.0,0.21
Miles Bridges,23,80,80,35.5,20.2,7.0,3.8,0.9,0.8,1.9,15.2,7.5,4.2,3.3,5.8,1.9,2.4,0.28
Miles McBride,21,40,2,9.3,2.2,1.1,1.0,0.4,0.0,0.1,2.7,0.8,0.3,0.2,1.7,0.4,1.1,0.07
Mo Bamba,23,71,69,25.7,10.6,8.1,1.2,0.5,1.7,1.1,8.7,4.2,1.0,0.8,4.0,1.5,2.6,0.23
Montrezl Harrell,84,142,6,68.4,38.6,17.7,6.1,1.2,1.8,3.0,23.0,14.8,12.3,8.7,0.6,0.2,5.8,0.36
Moses Brown,66,80,12,27.7,13.8,11.0,0.0,0.6,1.2,1.4,8.7,5.2,5.6,3.2,0.0,0.0,4.2,0.24
Naji Marshall,24,55,4,13.4,5.7,2.6,1.1,0.6,0.1,0.8,4.9,2.0,1.7,1.3,1.9,0.4,1.3,0.11
Nassir Little,21,42,23,25.9,9.8,5.6,1.3,0.6,0.9,1.0,7.5,3.5,2.2,1.6,3.7,1.2,2.0,0.3
Nate Hinton,22,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
Nathan Knight,24,37,2,7.2,3.7,2.3,0.6,0.2,0.2,0.5,2.4,1.2,1.6,1.2,0.4,0.1,1.1,0.13
Nemanja Bjelica,33,71,0,16.1,6.1,4.1,2.2,0.6,0.4,1.2,4.8,2.3,1.1,0.8,2.1,0.8,1.8,0.13
Nic Claxton,22,47,19,20.7,8.7,5.6,0.9,0.5,1.1,0.8,5.6,3.8,2.0,1.1,0.0,0.0,2.3,0.28
Nickeil Alexander-Walker,69,130,42,58.8,26.9,7.7,6.3,1.8,1.1,3.6,26.3,9.7,4.4,3.3,13.5,4.2,4.4,0.17
Nicolas Batum,33,59,54,24.8,8.3,4.3,1.7,1.0,0.7,0.7,6.6,3.0,0.6,0.4,4.6,1.8,1.4,0.19
Nikola JokiÄ‡,26,74,74,33.5,27.1,13.8,7.9,1.5,0.9,3.8,17.7,10.3,6.3,5.1,3.9,1.3,2.6,0.52
OG Anunoby,24,48,48,36.0,17.1,5.5,2.6,1.5,0.5,1.7,14.5,6.4,2.5,1.9,6.6,2.4,2.7,0.35
Oshae Brissett,23,67,25,23.3,9.1,5.3,1.1,0.7,0.4,0.8,7.6,3.1,2.4,1.7,3.5,1.2,1.7,0.16
PJ Dozier,25,18,0,18.9,5.4,3.5,1.6,0.6,0.3,0.7,5.5,2.0,0.7,0.6,2.7,0.8,1.8,0.39
Paris Bass,26,2,0,3.5,3.0,2.0,0.0,0.5,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.25
Pat Connaughton,29,65,19,26.0,9.9,4.2,1.3,0.9,0.2,0.5,7.6,3.5,0.8,0.7,5.7,2.2,1.3,0.18
Patrick Beverley,33,58,54,25.4,9.2,4.1,4.6,1.2,0.9,1.3,7.5,3.1,2.3,1.7,4.2,1.4,3.0,0.24
Paul George,31,31,31,34.7,24.3,6.9,5.7,2.2,0.4,4.1,20.5,8.6,4.8,4.1,8.3,2.9,2.4,0.74
Petr Cornelie,26,13,0,2.9,1.1,1.1,0.2,0.1,0.1,0.3,1.2,0.4,0.3,0.2,0.6,0.1,0.5,0.11
Precious Achiuwa,22,73,28,23.6,9.1,6.5,1.1,0.5,0.6,1.2,8.3,3.6,1.8,1.1,2.1,0.8,2.1,0.15
Quentin Grimes,21,46,6,17.1,6.0,2.0,1.0,0.7,0.2,0.6,5.1,2.1,0.4,0.3,4.1,1.6,1.6,0.13
R.J. Hampton,20,64,14,21.9,7.6,3.0,2.5,0.7,0.2,1.4,7.1,2.7,1.8,1.2,2.9,1.0,1.6,0.12
RJ Barrett,21,70,70,34.5,20.0,5.8,3.0,0.6,0.2,2.2,17.1,7.0,5.8,4.1,5.8,2.0,2.0,0.22
Reggie Bullock,30,68,37,28.0,8.6,3.5,1.2,0.6,0.2,0.6,7.4,3.0,0.7,0.6,5.8,2.1,1.6,0.13
Reggie Jackson,31,75,75,31.2,16.8,3.6,4.8,0.7,0.2,2.3,16.3,6.4,2.2,1.8,6.8,2.2,2.1,0.18
Richaun Holmes,28,45,37,23.9,10.4,7.0,1.1,0.4,0.9,1.2,6.7,4.4,2.0,1.6,0.1,0.0,2.8,0.35
Rob Edwards,25,2,0,5.5,1.5,1.5,0.0,0.0,0.0,0.5,2.0,0.5,0.0,0.0,2.0,0.5,0.0,0.5
Robert Covington,93,142,84,79.2,26.5,16.3,3.7,4.3,3.8,3.0,21.0,9.1,3.2,2.6,14.3,5.5,8.0,0.28
Robin Lopez,33,36,9,17.0,7.1,3.5,1.5,0.1,0.5,1.2,5.5,3.1,1.5,0.9,0.2,0.1,1.9,0.24
Rodney Hood,87,104,0,38.3,9.0,4.0,2.1,0.8,0.4,0.7,8.4,3.2,1.2,0.9,4.7,1.7,1.6,0.1
Rodney McGruder,30,51,2,14.8,5.4,2.2,0.9,0.4,0.1,0.5,4.4,1.9,0.5,0.4,2.9,1.1,1.1,0.12
Romeo Langford,66,96,10,43.4,12.0,5.7,1.3,1.3,0.7,0.7,10.0,4.5,3.7,1.8,4.2,1.3,2.3,0.13
Rudy Gay,35,55,1,18.9,8.1,4.4,1.0,0.5,0.3,0.9,6.9,2.9,1.4,1.1,3.7,1.3,1.7,0.17
Rudy Gobert,29,66,66,32.1,15.6,14.7,1.1,0.7,2.1,1.8,7.7,5.5,6.7,4.6,0.1,0.0,2.7,0.43
Rui Hachimura,23,42,13,22.5,11.3,3.8,1.1,0.5,0.2,0.8,9.1,4.5,1.6,1.1,2.9,1.3,1.3,0.26
Ryan Arcidiacono,27,10,0,7.6,1.6,0.8,0.4,0.1,0.0,0.3,1.2,0.6,0.0,0.0,0.9,0.4,0.5,0.2
Saben Lee,22,37,0,16.3,5.6,2.4,2.9,1.0,0.3,1.0,4.8,1.9,1.9,1.5,1.6,0.4,1.2,0.21
Saddiq Bey,22,82,82,33.0,16.1,5.4,2.8,0.9,0.2,1.2,13.9,5.5,3.1,2.6,7.4,2.6,1.6,0.19
Sam Dekker,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Hauser,24,26,0,6.1,2.5,1.1,0.4,0.0,0.1,0.1,1.9,0.9,0.0,0.0,1.7,0.7,0.3,0.12
Sandro Mamukelashvili,22,41,3,9.9,3.8,2.0,0.5,0.2,0.2,0.4,2.8,1.4,0.5,0.4,1.3,0.5,0.7,0.12
Santi Aldama,21,32,0,11.3,4.1,2.7,0.7,0.2,0.3,0.5,4.1,1.7,1.0,0.6,1.5,0.2,1.1,0.15
Scottie Barnes,20,74,74,35.4,15.3,7.5,3.5,1.1,0.7,1.8,12.6,6.2,2.9,2.1,2.6,0.8,2.6,0.26
Scottie Lewis,21,2,0,3.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5
Scotty Hopson,32,1,0,18.0,4.0,1.0,1.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0
Sekou Doumbouya,21,2,0,8.0,7.0,3.0,0.0,1.5,1.0,1.0,4.0,2.5,2.0,1.5,1.0,0.5,0.5,4.75
Serge Ibaka,96,108,24,49.4,20.4,14.2,2.6,0.6,1.7,2.2,16.5,8.2,2.4,1.8,5.5,2.1,5.9,0.26
Seth Curry,93,128,128,98.1,44.9,9.1,10.2,2.5,0.6,4.9,34.3,16.8,4.2,3.6,17.9,7.8,7.0,0.35
Shai Gilgeous-Alexander,23,56,56,34.7,24.5,5.0,5.9,1.3,0.8,2.8,18.8,8.5,7.2,5.9,5.3,1.6,2.5,0.41
Shaq Buchanan,25,2,0,5.0,1.0,1.0,1.0,0.5,0.0,1.0,2.0,0.5,0.0,0.0,1.0,0.0,0.5,0.5
Shaquille Harrison,28,2,0,11.5,2.0,2.0,1.5,0.5,0.5,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.5,1.75
Sharife Cooper,20,13,0,3.0,0.5,0.4,0.4,0.0,0.0,0.4,1.1,0.2,0.0,0.0,0.5,0.1,0.1,-0.0
Skylar Mays,24,28,5,7.9,2.9,0.9,0.6,0.3,0.0,0.4,2.3,1.1,0.3,0.3,0.9,0.3,0.3,0.11
Solomon Hill,30,13,1,10.7,0.6,1.8,0.9,0.3,0.2,0.1,1.5,0.2,0.0,0.0,1.0,0.2,1.2,0.18
Spencer Dinwiddie,84,134,102,88.1,42.1,12.0,14.9,2.0,0.7,4.6,32.8,14.1,11.8,8.9,14.5,5.1,6.5,0.34
Stanley Johnson,25,48,27,22.8,6.7,3.2,1.7,0.9,0.3,0.7,5.2,2.4,1.5,1.1,2.2,0.7,2.3,0.19
Stephen Curry,33,64,64,34.5,25.5,5.2,6.3,1.3,0.4,3.2,19.1,8.4,4.7,4.3,11.7,4.5,2.0,0.38
Sterling Brown,26,49,3,12.8,3.3,3.0,0.7,0.3,0.1,0.5,3.2,1.2,0.3,0.3,1.9,0.6,1.1,0.1
Steven Adams,28,76,75,26.3,6.9,10.0,3.4,0.9,0.8,1.5,5.1,2.8,2.6,1.4,0.0,0.0,2.0,0.22
T.J. McConnell,29,27,8,24.1,8.5,3.3,4.9,1.1,0.4,1.1,7.7,3.7,0.9,0.7,1.2,0.4,2.0,0.48
Tacko Fall,26,11,1,5.4,1.1,2.1,0.2,0.0,0.5,0.3,1.1,0.5,0.6,0.2,0.0,0.0,0.3,0.24
Taj Gibson,36,52,4,18.2,4.4,4.4,0.6,0.4,0.8,0.5,3.2,1.7,1.0,0.8,0.7,0.3,2.6,0.16
Talen Horton-Tucker,21,60,19,25.2,10.0,3.2,2.7,1.0,0.5,1.4,9.0,3.7,2.1,1.7,3.0,0.8,2.5,0.17
Terance Mann,25,81,33,28.6,10.8,5.2,2.6,0.7,0.3,1.0,8.5,4.1,2.0,1.6,2.6,0.9,2.2,0.17
Terence Davis,24,30,11,17.9,10.4,3.1,1.3,0.8,0.4,1.1,8.9,3.8,1.5,1.2,5.0,1.6,2.3,0.32
Thanasis Antetokounmpo,29,48,6,9.9,3.6,2.1,0.5,0.3,0.3,0.5,2.7,1.5,1.0,0.6,0.3,0.0,1.4,0.1
Thomas Bryant,24,27,9,16.3,7.4,4.0,0.9,0.2,0.8,0.7,5.5,2.9,1.5,1.3,1.6,0.4,1.6,0.36
ThÃ©o Maledon,20,51,7,17.8,7.1,2.6,2.2,0.6,0.2,1.3,6.2,2.3,2.0,1.5,2.9,0.9,1.3,0.14
Tim Frazier,93,24,6,41.3,8.0,3.5,6.6,0.6,0.2,3.6,9.1,3.0,1.7,0.9,3.1,1.1,6.2,0.35
Tim Hardaway Jr.,29,42,20,29.6,14.2,3.7,2.2,0.9,0.1,0.8,12.6,5.0,2.5,1.9,7.2,2.4,1.8,0.29
TimothÃ© Luwawu-Cabarrot,26,52,18,13.2,4.4,1.6,0.8,0.3,0.1,0.4,3.6,1.4,0.8,0.7,2.3,0.8,1.5,0.09
Tobias Harris,29,73,73,34.8,17.2,6.8,3.5,0.6,0.6,1.6,14.0,6.8,2.8,2.3,3.8,1.4,2.2,0.27
Tony Bradley,24,55,7,10.0,3.0,3.4,0.5,0.2,0.6,0.6,2.2,1.3,0.5,0.3,0.0,0.0,1.1,0.11
Torrey Craig,93,156,32,61.6,20.0,12.1,3.5,1.9,1.5,2.7,17.1,7.8,2.0,1.4,9.3,3.0,5.9,0.17
Tre Jones,22,69,11,16.6,6.0,2.2,3.4,0.6,0.1,0.7,4.9,2.4,1.3,1.0,0.7,0.1,1.1,0.13
Tre Mann,20,60,26,22.8,10.4,2.9,1.5,0.8,0.2,1.2,9.8,3.9,1.4,1.1,4.5,1.6,1.7,0.14
Trent Forrest,23,60,6,12.8,3.3,1.7,1.8,0.5,0.1,0.8,2.6,1.3,0.8,0.6,0.5,0.1,0.7,0.08
Trevor Ariza,36,24,11,19.3,4.0,3.4,1.1,0.5,0.3,0.5,4.1,1.4,0.8,0.4,3.1,0.8,0.8,0.24
Trey Burke,29,42,0,10.5,5.1,0.8,1.4,0.3,0.0,0.6,5.1,2.0,0.5,0.5,2.0,0.6,0.9,0.09
Trey Lyles,78,150,46,62.7,31.5,15.5,3.6,1.1,1.2,2.9,22.4,10.5,9.5,7.7,8.3,2.8,4.7,0.24
Troy Brown Jr.,22,66,7,16.0,4.3,3.1,1.0,0.5,0.1,0.4,3.9,1.6,0.4,0.3,2.0,0.7,0.9,0.09
Ty Jerome,24,48,4,16.7,7.1,1.6,2.3,0.6,0.1,0.8,6.8,2.6,1.0,0.8,3.9,1.1,1.5,0.14
Tyler Cook,24,20,2,10.0,3.4,2.7,0.2,0.2,0.2,0.4,1.9,1.2,1.6,1.1,0.0,0.0,1.4,0.26
Tyler Hall,24,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Herro,22,66,10,32.6,20.7,5.0,4.0,0.7,0.1,2.6,17.0,7.6,3.3,2.9,6.7,2.7,1.4,0.27
Tyler Johnson,87,12,0,45.6,8.5,6.0,3.6,1.5,1.5,0.9,9.9,3.0,0.0,0.0,6.5,2.5,3.5,1.11
Tyrese Haliburton,63,154,154,105.6,47.1,12.2,25.2,5.2,1.9,8.1,35.7,17.1,7.8,6.6,15.3,6.3,4.9,0.41
Tyrese Maxey,21,75,74,35.3,17.5,3.2,4.3,0.7,0.4,1.2,13.3,6.4,3.3,2.8,4.1,1.8,2.1,0.23
Tyus Jones,25,73,23,21.2,8.7,2.4,4.4,0.9,0.0,0.6,7.6,3.4,0.9,0.7,2.8,1.1,0.4,0.16
Udoka Azubuike,22,17,6,11.5,4.7,4.2,0.0,0.1,0.6,0.7,2.9,2.2,0.6,0.4,0.0,0.0,1.5,0.47
Udonis Haslem,41,13,0,6.4,2.5,1.9,0.3,0.1,0.1,0.4,2.4,1.1,0.2,0.2,0.3,0.1,1.2,0.25
Usman Garuba,19,24,2,10.0,2.0,3.5,0.7,0.4,0.5,0.3,1.8,0.8,0.3,0.2,0.8,0.2,1.2,0.24
Vernon Carey Jr.,60,14,2,19.6,8.9,5.3,0.0,0.9,0.4,1.4,5.7,3.1,6.0,2.7,0.0,0.0,1.9,0.59
Vit Krejci,21,30,8,23.0,6.2,3.4,1.9,0.6,0.3,1.0,5.6,2.3,0.7,0.6,3.3,1.1,2.2,0.27
Vlatko ÄŒanÄar,24,15,1,11.7,4.1,2.1,1.1,0.1,0.2,0.6,2.7,1.5,0.9,0.6,0.8,0.5,1.2,0.37
Wayne Ellington,34,43,9,18.8,6.7,1.8,0.7,0.5,0.1,0.4,5.5,2.3,0.3,0.2,4.9,1.9,1.0,0.14
Wendell Carter Jr.,22,62,61,29.9,15.0,10.5,2.8,0.6,0.7,1.9,11.0,5.8,3.3,2.3,3.5,1.1,2.7,0.35
Wenyen Gabriel,96,52,10,38.9,14.4,11.3,1.4,0.6,1.2,1.8,11.5,5.5,4.3,2.5,3.1,0.9,7.4,0.37
Wes Iwundu,27,3,1,27.3,7.3,4.3,0.0,0.3,0.0,0.3,6.0,2.7,1.3,1.0,1.7,1.0,2.7,2.67
Wesley Matthews,35,49,14,20.4,5.1,1.9,0.7,0.5,0.2,0.4,4.5,1.8,0.6,0.4,3.2,1.1,1.8,0.1
Will Barton,31,71,71,32.1,14.7,4.8,3.9,0.8,0.4,1.8,12.6,5.5,1.8,1.4,6.1,2.2,1.6,0.22
Willie Cauley-Stein,84,40,4,22.0,3.6,5.1,1.5,0.6,0.4,0.8,3.7,1.7,0.2,0.2,0.2,0.2,2.9,0.21
Willy HernangÃ³mez,27,50,8,16.8,9.1,6.8,1.3,0.4,0.4,1.0,6.5,3.4,2.8,2.2,0.2,0.1,1.9,0.27
Zach Collins,24,28,4,17.9,7.8,5.5,2.2,0.5,0.8,1.6,5.5,2.7,2.3,1.9,1.5,0.5,2.4,0.43
Zach LaVine,26,67,67,34.7,24.4,4.6,4.5,0.6,0.3,2.6,17.7,8.4,5.6,4.8,7.1,2.8,1.8,0.32
Zylan Cheatham,26,1,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,-3.0
