Player,Age,G,GS,MP,PTS,TRB,AST,STL,BLK,TOV,FGA,FG,FTA,FT,3PA,3P,PF,PER
Bruce Brown,25,72,45,24.6,9.0,4.8,2.1,1.1,0.7,0.8,7.0,3.6,1.8,1.3,1.3,0.5,2.4,0.18
Bruno Fernando,69,60,0,17.4,10.8,6.6,0.7,0.1,1.4,1.7,6.6,4.5,3.0,1.8,0.3,0.1,2.9,0.24
Bryn Forbes,84,150,4,51.4,26.5,3.7,3.0,0.9,0.3,2.2,21.5,9.2,3.5,3.2,11.8,4.9,3.9,0.13
Buddy Hield,87,162,64,95.1,48.2,13.5,9.5,2.8,1.0,5.9,41.8,17.3,4.6,4.1,26.3,9.6,7.1,0.27
CJ Elleby,21,58,28,20.2,5.8,3.9,1.5,0.6,0.3,1.0,5.3,2.1,1.4,1.0,2.2,0.6,2.0,0.13
CJ McCollum,90,124,124,103.6,66.9,13.1,15.4,3.4,1.0,6.1,56.5,26.2,8.5,5.8,22.5,8.7,5.8,0.49
Cade Cunningham,20,64,64,32.6,17.4,5.5,5.6,1.2,0.7,3.7,16.1,6.7,2.6,2.2,5.7,1.8,3.1,0.26
Caleb Martin,26,60,12,22.9,9.2,3.8,1.1,1.0,0.5,0.9,6.8,3.5,1.6,1.2,2.6,1.1,1.7,0.18
Cameron Johnson,25,66,16,26.2,12.5,4.1,1.5,0.9,0.2,0.7,9.2,4.2,1.7,1.5,5.9,2.5,1.7,0.2
Cameron McGriff,24,3,0,15.3,4.7,5.0,1.0,0.0,0.3,0.0,4.7,1.7,0.7,0.7,2.0,0.7,2.3,2.67
Caris LeVert,81,116,98,91.6,49.3,10.9,12.6,2.6,1.2,5.5,42.8,18.9,9.5,7.1,12.7,4.1,6.7,0.39
Carlik Jones,72,10,0,12.9,2.5,1.6,2.7,0.5,0.0,1.6,5.1,0.7,1.1,1.1,0.5,0.0,0.0,0.13
Carmelo Anthony,37,69,3,26.0,13.3,4.2,1.0,0.7,0.8,0.9,10.5,4.6,2.3,1.9,5.8,2.2,2.4,0.19
Carsen Edwards,23,4,0,19.8,5.8,1.5,3.5,0.5,0.0,1.3,7.5,2.3,0.3,0.3,4.0,1.0,1.0,1.2
Cat Barber,27,3,0,4.3,0.0,1.0,1.0,0.0,0.0,0.3,1.3,0.0,1.3,0.0,0.0,0.0,0.3,-0.3
Chandler Hutchison,25,6,0,3.7,0.7,0.8,0.3,0.0,0.0,0.7,0.3,0.2,0.3,0.3,0.0,0.0,0.2,0.17
Charles Bassey,21,23,0,7.3,3.0,2.7,0.3,0.2,0.7,0.3,2.0,1.3,0.5,0.4,0.2,0.0,1.4,0.25
Charlie Brown Jr.,72,44,4,21.5,3.6,3.4,0.9,1.6,0.7,0.5,5.3,1.3,1.0,0.9,2.0,0.1,2.3,0.13
Chaundee Brown Jr.,69,10,4,59.0,16.9,8.9,2.1,1.1,0.0,0.7,18.2,5.5,3.2,2.7,10.1,3.2,3.7,1.51
Cheick Diallo,25,3,0,10.3,3.7,4.0,0.0,0.3,0.0,0.3,2.7,1.0,2.0,1.7,0.0,0.0,2.0,1.9
Chris Boucher,29,80,9,21.1,9.4,6.2,0.3,0.6,0.9,0.5,7.2,3.4,2.4,1.9,2.9,0.9,2.2,0.16
Chris Chiozza,26,34,1,10.9,2.0,1.1,1.9,0.4,0.0,0.9,2.4,0.7,0.1,0.1,1.6,0.5,0.9,0.08
Chris Duarte,24,55,39,28.0,13.1,4.1,2.1,1.0,0.2,1.6,11.3,4.9,2.0,1.6,4.6,1.7,1.7,0.22
Clint Capela,27,74,73,27.6,11.1,11.9,1.2,0.7,1.3,0.6,8.2,5.0,2.3,1.1,0.0,0.0,2.2,0.29
Cody Martin,26,71,11,26.3,7.7,4.0,2.5,1.2,0.5,0.9,6.0,2.9,1.5,1.1,2.2,0.9,1.6,0.16
Cole Anthony,21,65,65,31.7,16.3,5.4,5.7,0.7,0.3,2.6,14.0,5.5,3.9,3.3,6.0,2.0,2.6,0.26
Corey Kispert,22,77,36,23.4,8.2,2.7,1.1,0.5,0.3,0.6,6.7,3.0,0.8,0.7,4.2,1.5,1.2,0.11
Cory Joseph,30,65,39,24.6,8.0,2.7,3.6,0.6,0.3,1.3,6.2,2.7,1.7,1.5,2.4,1.0,2.3,0.16
D.J. Augustin,102,110,4,48.9,16.0,3.7,5.7,0.9,0.0,2.8,12.1,5.2,2.1,1.9,9.0,3.7,2.2,0.15
DaQuan Jeffries,24,3,0,3.0,0.7,0.7,0.3,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.3,0.0,0.3,0.43
Dakota Mathias,26,6,0,2.7,1.0,0.3,0.2,0.2,0.0,0.0,1.0,0.3,0.0,0.0,1.0,0.3,0.2,0.17
Dalano Banton,22,64,1,10.9,3.2,1.9,1.5,0.4,0.2,0.8,3.2,1.3,0.7,0.4,0.8,0.2,1.1,0.07
Damian Jones,26,56,15,18.2,8.1,4.4,1.2,0.5,0.8,1.1,4.8,3.1,2.3,1.7,0.5,0.2,2.3,0.21
Damian Lillard,31,29,29,36.4,24.0,4.1,7.3,0.6,0.4,2.9,19.0,7.7,6.2,5.5,9.8,3.2,1.3,0.74
Damion Lee,29,63,5,19.9,7.4,3.2,1.0,0.6,0.1,0.6,6.1,2.7,1.2,1.0,3.0,1.0,1.5,0.13
Damyean Dotson,27,2,0,10.5,2.0,1.0,0.5,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.5,0.0,0.0,1.25
Daniel Gafford,23,72,53,20.1,9.4,5.7,0.9,0.4,1.4,0.9,5.7,4.0,2.1,1.5,0.0,0.0,2.4,0.2
Danilo Gallinari,33,66,18,25.3,11.7,4.7,1.5,0.4,0.2,0.6,9.0,3.9,2.4,2.1,4.5,1.7,1.4,0.19
Danny Green,34,62,28,21.8,5.9,2.5,1.0,1.0,0.6,0.7,5.2,2.0,0.2,0.2,4.4,1.7,1.7,0.11
Danuel House Jr.,112,84,14,54.5,17.5,8.0,3.2,1.4,1.2,2.5,15.2,5.7,4.2,3.2,9.2,3.0,3.6,0.22
Darius Bazley,21,69,53,27.9,10.8,6.3,1.4,0.8,1.0,1.3,9.4,4.0,2.5,1.7,3.9,1.2,1.0,0.19
Darius Garland,22,68,68,35.7,21.7,3.3,8.6,1.3,0.1,3.6,17.3,8.0,3.5,3.2,6.7,2.6,1.7,0.32
Darren Collison,34,3,0,12.3,1.3,1.3,0.7,0.3,0.0,0.3,2.3,0.7,0.0,0.0,1.0,0.0,1.7,0.57
David Duke Jr.,22,22,7,15.5,4.7,3.0,0.8,0.6,0.3,0.4,4.9,1.8,1.0,0.8,1.7,0.4,1.6,0.26
David Johnson,20,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,-0.25
De'Aaron Fox,24,59,59,35.3,23.2,3.9,5.6,1.2,0.4,2.8,18.5,8.7,5.9,4.4,4.2,1.3,2.9,0.34
De'Andre Hunter,24,53,52,29.8,13.4,3.3,1.3,0.7,0.4,1.3,10.8,4.8,3.1,2.4,3.7,1.4,2.9,0.21
DeAndre Jordan,99,96,40,39.2,13.0,16.7,1.3,0.7,2.1,2.5,9.2,5.8,2.5,1.5,0.0,0.0,4.4,0.28
DeAndre' Bembry,81,112,40,47.7,11.7,7.5,3.3,2.2,0.9,1.3,9.3,5.1,1.3,0.8,1.4,0.6,5.3,0.18
DeJon Jarreau,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeMar DeRozan,32,76,76,36.1,27.9,5.2,4.9,0.9,0.3,2.4,20.2,10.2,7.8,6.8,1.9,0.7,2.3,0.34
DeMarcus Cousins,93,96,14,45.8,27.0,16.9,4.3,2.2,1.3,4.9,20.3,9.3,7.6,5.9,7.7,2.4,8.6,0.36
Deandre Ayton,23,58,58,29.5,17.2,10.2,1.4,0.7,0.7,1.6,12.0,7.6,2.4,1.8,0.3,0.1,2.4,0.41
Deni Avdija,21,82,8,24.2,8.4,5.2,2.0,0.7,0.5,1.1,7.1,3.0,1.7,1.3,3.2,1.0,2.3,0.14
Derrick Favors,30,39,18,16.7,5.3,4.7,0.6,0.4,0.3,0.2,4.7,2.4,0.6,0.4,0.4,0.1,1.6,0.22
Derrick Jones Jr.,24,51,8,17.6,5.6,3.3,0.6,0.5,0.6,0.6,3.8,2.1,1.4,1.1,1.2,0.4,2.1,0.16
Desmond Bane,23,76,76,29.8,18.2,4.4,2.7,1.2,0.4,1.5,14.5,6.7,2.0,1.8,6.9,3.0,2.6,0.23
Devin Booker,25,68,68,34.5,26.8,5.0,4.8,1.1,0.4,2.4,20.9,9.7,5.3,4.6,7.0,2.7,2.6,0.35
Devin Cannady,25,5,0,29.0,10.0,1.2,2.0,1.0,0.6,1.0,8.8,3.0,1.4,1.0,7.4,3.0,1.8,1.52
Devon Dotson,22,11,0,7.7,2.6,0.8,1.4,0.1,0.0,0.5,2.1,1.0,0.8,0.5,0.8,0.2,1.0,0.27
Devontae Cacok,25,15,0,8.1,3.1,2.8,0.4,0.5,0.5,0.2,2.1,1.4,0.5,0.3,0.0,0.0,1.1,0.41
Devonte' Graham,26,76,63,28.4,11.9,2.3,4.2,0.9,0.2,1.4,10.7,3.9,1.8,1.6,7.4,2.5,1.3,0.15
Dewayne Dedmon,32,67,15,15.9,6.3,5.8,0.7,0.4,0.6,1.0,4.3,2.4,1.5,1.1,0.7,0.3,2.6,0.16
Didi Louzada,66,18,2,35.2,8.9,5.0,1.7,0.5,0.5,1.3,9.5,3.0,0.5,0.5,7.0,2.3,3.3,0.49
Dillon Brooks,26,32,31,27.7,18.4,3.2,2.8,1.1,0.3,1.6,16.4,7.1,3.3,2.8,4.7,1.4,3.3,0.45
Donte DiVincenzo,75,84,2,70.7,26.5,11.9,8.1,3.2,0.6,5.1,23.6,8.3,5.8,5.0,15.4,5.1,4.8,0.35
Dorian Finney-Smith,28,80,80,33.1,11.0,4.7,1.9,1.1,0.5,1.0,8.7,4.1,1.0,0.7,5.4,2.2,2.3,0.17
Doug McDermott,30,51,51,24.0,11.3,2.3,1.3,0.3,0.1,0.8,9.1,4.2,1.0,0.8,5.0,2.1,1.5,0.18
Draymond Green,31,46,44,28.9,7.5,7.3,7.0,1.3,1.1,3.0,5.6,2.9,2.0,1.3,1.2,0.3,3.0,0.39
Drew Eubanks,72,142,62,59.1,26.9,17.9,3.8,1.5,1.7,3.6,18.0,11.0,5.7,4.4,1.2,0.3,5.7,0.28
Dwight Howard,36,60,27,16.2,6.2,5.9,0.6,0.6,0.6,0.8,3.7,2.2,2.4,1.6,0.3,0.1,1.9,0.18
DÄvis BertÄns,87,112,0,43.0,16.6,6.4,1.8,0.9,0.7,0.9,14.6,5.4,2.1,1.8,12.2,4.2,4.5,0.14
Ed Davis,32,31,3,6.5,0.9,2.1,0.2,0.1,0.3,0.2,0.5,0.4,0.5,0.2,0.0,0.0,1.1,0.1
Elijah Hughes,69,72,8,34.7,10.4,4.7,1.7,1.2,0.6,1.5,11.5,3.9,0.8,0.6,7.6,2.1,3.1,0.13
Enes Freedom,29,35,1,11.7,3.7,4.6,0.2,0.1,0.4,0.6,2.8,1.5,0.8,0.7,0.1,0.1,1.2,0.2
Eric Bledsoe,32,54,29,25.2,9.9,3.4,4.2,1.3,0.4,2.1,8.7,3.6,2.2,1.6,3.0,0.9,1.6,0.21
Eric Gordon,33,57,46,29.3,13.4,2.0,2.7,0.5,0.3,1.9,9.9,4.7,2.4,1.8,5.3,2.2,1.1,0.2
Evan Fournier,29,80,80,29.5,14.1,2.6,2.1,1.0,0.3,1.3,12.1,5.0,1.4,1.0,7.7,3.0,2.3,0.14
Facundo Campazzo,30,65,4,18.2,5.1,1.8,3.4,1.0,0.4,1.0,4.6,1.6,1.2,0.9,3.0,0.9,1.9,0.11
Feron Hunt,22,2,0,4.0,0.0,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Frank Jackson,23,53,7,22.0,10.6,1.6,1.0,0.5,0.2,0.7,9.1,3.7,2.0,1.6,5.3,1.6,1.7,0.14
Frank Kaminsky,28,9,0,20.1,10.6,4.6,1.4,0.9,0.8,0.6,7.3,4.0,2.2,2.0,1.7,0.6,1.6,1.58
Freddie Gillespie,24,9,2,13.2,2.3,4.0,0.6,0.3,1.0,0.6,2.4,1.0,0.8,0.3,0.1,0.0,2.0,0.63
Furkan Korkmaz,24,67,19,21.1,7.6,2.6,1.9,0.5,0.1,0.7,7.0,2.7,1.3,1.0,4.0,1.1,0.9,0.11
Gabriel Deck,26,7,0,8.0,2.6,0.9,0.7,0.1,0.0,0.3,2.0,1.1,0.0,0.0,0.6,0.3,0.3,0.44
Gabriel Lundberg,27,4,0,11.0,3.3,1.8,2.8,0.8,0.0,0.8,4.8,1.3,0.0,0.0,2.0,0.8,1.8,1.1
Garrison Mathews,25,65,33,26.3,10.0,2.9,1.0,0.9,0.4,0.6,7.1,2.8,2.8,2.2,5.9,2.1,2.6,0.15
Gary Clark,27,38,1,9.9,2.7,2.4,0.5,0.3,0.2,0.3,2.3,0.9,0.3,0.2,1.8,0.7,0.5,0.11
Gary Harris,27,61,30,28.4,11.1,2.0,1.8,1.0,0.1,1.0,9.1,3.9,1.6,1.4,5.0,1.9,1.8,0.16
George Hill,35,54,17,23.2,6.2,2.9,2.2,0.8,0.1,0.8,5.1,2.2,1.1,1.1,2.5,0.8,1.3,0.16
George King,28,4,0,4.8,0.3,1.3,0.0,0.0,0.0,0.3,1.3,0.0,0.5,0.3,1.0,0.0,1.0,-0.05
Georgios Kalaitzakis,69,26,8,63.3,25.9,5.8,3.9,3.4,0.6,5.9,20.4,9.5,8.6,4.0,7.9,3.0,5.2,0.7
Giannis Antetokounmpo,27,67,67,32.9,29.9,11.6,5.8,1.1,1.4,3.3,18.6,10.3,11.4,8.3,3.6,1.1,3.2,0.52
Goga Bitadze,22,50,16,14.6,7.0,3.5,1.1,0.4,0.8,0.9,5.0,2.6,1.9,1.3,1.6,0.5,2.1,0.18
Goran DragiÄ‡,105,42,16,67.2,22.8,9.1,10.7,2.8,0.6,3.9,21.3,8.1,5.0,4.4,8.9,2.4,6.0,0.67
Gordon Hayward,31,49,48,31.9,15.9,4.6,3.6,1.0,0.4,1.7,12.6,5.8,3.0,2.6,4.5,1.8,1.7,0.34
Gorgui Dieng,32,44,3,8.4,3.5,2.8,0.8,0.3,0.3,0.5,2.5,1.2,0.6,0.4,1.5,0.7,1.2,0.13
Grayson Allen,26,66,61,27.3,11.1,3.4,1.5,0.7,0.3,0.7,8.6,3.9,1.1,1.0,5.9,2.4,1.5,0.17
Greg Brown III,20,48,6,13.3,4.7,2.8,0.7,0.5,0.5,0.8,4.0,1.7,1.4,0.9,1.3,0.4,1.9,0.12
Hamidou Diallo,23,58,29,21.9,11.0,4.8,1.3,1.2,0.3,1.0,9.1,4.5,2.4,1.6,1.6,0.4,2.5,0.21
Harrison Barnes,29,77,77,33.6,16.4,5.6,2.4,0.7,0.2,1.5,10.8,5.1,5.4,4.4,4.7,1.8,1.2,0.22
Hassani Gravett,25,8,3,21.4,6.3,2.6,2.5,0.6,0.1,1.1,4.8,2.3,0.5,0.4,3.3,1.4,1.6,1.05
Haywood Highsmith,25,19,1,8.6,2.3,1.4,0.3,0.1,0.2,0.2,2.4,0.8,0.3,0.1,1.5,0.5,0.7,0.12
Herbert Jones,23,78,69,29.9,9.5,3.8,2.1,1.7,0.8,1.3,7.4,3.5,2.1,1.8,2.2,0.7,3.1,0.16
Ignas Brazdeikis,23,42,1,12.8,5.0,1.7,0.9,0.2,0.1,0.4,4.5,1.9,0.8,0.5,2.1,0.6,1.1,0.11
Isaac Bonga,22,15,0,4.6,0.8,0.5,0.3,0.5,0.1,0.1,0.9,0.2,0.5,0.3,0.3,0.1,0.7,0.08
Isaiah Hartenstein,23,68,0,17.9,8.3,4.9,2.4,0.7,1.1,1.2,5.4,3.4,1.9,1.3,0.4,0.2,2.5,0.2
Isaiah Jackson,20,36,15,15.0,8.3,4.1,0.3,0.7,1.4,1.1,5.7,3.2,2.4,1.7,0.4,0.1,2.6,0.29
Isaiah Joe,22,55,1,11.1,3.6,1.0,0.6,0.3,0.1,0.3,3.2,1.1,0.6,0.5,2.5,0.8,0.9,0.06
Isaiah Livers,23,19,5,20.2,6.4,3.0,1.1,0.7,0.4,0.8,4.7,2.2,0.7,0.6,3.4,1.4,1.9,0.43
JaMychal Green,31,67,8,16.2,6.4,4.2,0.9,0.6,0.4,0.9,4.9,2.4,1.4,1.2,1.9,0.5,2.4,0.13
JaVale McGee,34,74,17,15.8,9.2,6.7,0.6,0.3,1.1,1.3,6.2,3.9,2.0,1.4,0.1,0.0,2.4,0.19
Jaden McDaniels,21,70,31,25.8,9.2,4.2,1.1,0.7,0.8,1.1,7.9,3.6,1.0,0.8,3.6,1.1,3.2,0.15
Jae Crowder,31,67,67,28.1,9.4,5.3,1.9,1.4,0.4,0.8,8.1,3.2,1.3,1.1,5.4,1.9,2.6,0.19
Jaime Echenique,24,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Layman,27,34,1,6.8,2.4,1.1,0.3,0.2,0.1,0.3,2.1,0.9,0.5,0.4,1.0,0.2,0.4,0.07
Jalen Brunson,25,79,61,31.9,16.3,3.9,4.8,0.8,0.0,1.6,12.8,6.4,2.7,2.3,3.2,1.2,1.9,0.22
Jalen Green,19,67,67,31.9,17.3,3.4,2.6,0.7,0.3,2.0,14.2,6.1,3.5,2.8,6.8,2.3,1.5,0.2
Jalen Johnson,20,22,0,5.5,2.4,1.2,0.1,0.1,0.1,0.4,1.9,1.0,0.3,0.2,0.6,0.1,0.4,0.11
Jalen McDaniels,24,55,2,16.3,6.2,3.1,1.1,0.5,0.4,0.7,4.6,2.2,1.3,1.0,2.0,0.7,1.7,0.14
James Bouknight,21,31,0,9.8,4.6,1.7,0.8,0.2,0.0,0.5,4.5,1.6,1.0,0.9,1.6,0.5,0.9,0.12
James Ennis III,124,14,0,33.7,17.9,7.4,1.4,1.3,1.3,1.1,14.4,6.8,3.0,2.6,4.8,1.9,3.0,1.44
James Harden,96,130,130,111.9,65.5,22.8,31.0,3.8,1.5,12.6,44.9,18.4,25.1,22.0,20.6,6.8,7.1,0.63
James Johnson,34,62,10,19.2,5.5,3.5,2.1,0.5,0.5,0.8,5.0,2.3,0.9,0.5,1.4,0.4,2.6,0.13
Jared Butler,21,42,1,8.6,3.8,1.1,1.5,0.4,0.2,0.8,3.6,1.5,0.4,0.3,2.1,0.7,1.1,0.1
Jared Harper,24,5,0,8.6,7.4,0.4,2.8,0.8,0.2,0.4,5.2,2.8,0.8,0.8,2.4,1.0,1.0,1.76
Jaren Jackson Jr.,22,78,78,27.3,16.3,5.8,1.1,0.9,2.3,1.7,13.3,5.5,4.4,3.6,5.1,1.6,3.5,0.21
Jarrett Allen,23,56,56,32.3,16.1,10.8,1.6,0.8,1.3,1.7,9.7,6.6,4.2,2.9,0.2,0.0,1.7,0.44
Jarrett Culver,22,37,0,9.1,3.5,1.3,0.9,0.5,0.1,0.5,3.6,1.4,0.9,0.4,1.3,0.3,1.1,0.08
Jarron Cumberland,24,3,0,4.0,0.7,1.0,0.3,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.3,0.0,0.7,0.53
Javin DeLaurier,23,1,0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Javonte Green,28,65,45,23.4,7.2,4.2,0.9,1.0,0.5,0.5,5.0,2.7,1.5,1.2,1.6,0.6,2.0,0.16
Jaxson Hayes,21,70,28,20.0,9.3,4.5,0.6,0.5,0.8,0.8,5.7,3.5,2.7,2.1,0.8,0.3,2.2,0.17
Jay Huff,23,4,0,5.0,0.0,1.0,0.3,0.3,0.3,0.3,0.8,0.0,0.0,0.0,0.5,0.0,0.3,0.2
Jaylen Brown,25,66,66,33.6,23.6,6.1,3.5,1.1,0.3,2.7,18.4,8.7,4.8,3.7,7.0,2.5,2.5,0.32
Jaylen Hoard,22,7,5,34.3,14.7,12.0,2.4,0.9,0.7,1.1,12.9,6.3,2.0,0.9,3.6,1.3,2.0,3.13
Jeff Dowtin,96,18,0,41.3,6.9,6.6,3.7,1.9,0.4,1.9,10.2,3.0,0.7,0.7,4.1,0.4,1.9,0.58
Jeff Green,35,75,63,24.7,10.3,3.1,1.3,0.4,0.4,0.9,7.1,3.7,2.6,2.2,2.2,0.7,2.0,0.14
Jemerrio Jones,26,2,0,7.5,2.0,1.5,0.0,0.5,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,1.0,1.75
Jerami Grant,27,47,47,31.9,19.2,4.1,2.4,0.9,1.0,1.8,14.9,6.3,5.5,4.6,5.4,1.9,2.3,0.35
Jeremy Lamb,87,112,0,51.3,22.3,8.7,4.5,1.7,1.3,2.1,19.0,7.4,5.5,4.6,9.1,2.9,3.1,0.21
Jevon Carter,78,132,6,43.4,13.4,5.4,5.0,1.2,0.6,1.5,11.6,4.8,0.9,0.8,7.6,3.1,3.1,0.13
Jimmy Butler,32,57,57,33.9,21.4,5.9,5.5,1.6,0.5,2.1,14.5,7.0,8.0,6.9,2.0,0.5,1.5,0.42
Jock Landale,26,54,1,10.9,4.9,2.6,0.8,0.2,0.3,0.6,3.8,1.9,0.8,0.6,1.6,0.5,1.0,0.11
Joe Harris,30,14,14,30.2,11.3,4.0,1.0,0.5,0.1,1.1,8.9,4.0,0.4,0.4,6.3,2.9,2.2,0.78
Joe Ingles,34,45,15,24.9,7.2,2.9,3.5,0.5,0.1,1.0,6.3,2.6,0.5,0.4,5.0,1.7,1.8,0.21
Joe Johnson,40,1,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
